word,properties,codes,frequencies
grace,"['ballerina', 'dinner', 'swan', 'cathedral']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
gratitude,"['journal', 'smile', 'postcard', 'kneeling']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
greed,"['gold', 'dragon', 'grasp', 'void']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
guess,"['riddle', 'blindfold', 'clouds', 'lottery']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
habit,"['coffee', 'nun', 'alarm', 'nail']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
happiness,"['laughter', 'sunshine', 'puppies', 'ice cream']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
hate,"['fist', 'ice', 'fire', 'wall']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
help,"['SOS', 'ladder', 'flashlight', 'cane']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
hint,"['wink', 'puzzle', 'breadcrumbs', 'whisper']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
home,"['keys', 'fireplace', 'slippers', 'soup']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
honor,"['medal', 'salute', 'sword', 'gavel']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
hope,"['sunrise', 'anchor', 'seed', 'candle']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
horror,"['shadows', 'heartbeat', 'graveyard', 'mask']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
humor,"['punchline', 'banana peel', 'stage', 'giggles']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
hunger,"['stomach', 'bread', 'wolf', 'kitchen']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
hurry,"['clock', 'spilled coffee', 'airport', 'heartbeat']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
idea,"['lightbulb', 'notebook', 'spark', 'invention']","['association', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
ideal,"['utopia', 'compass', 'blueprint', 'pedestal']","['other abstract concept', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
illusion,"['desert', 'mirrors', 'stage', 'mist']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
impression,"['wax', 'handshake', 'mud', 'canvas']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
incentive,"['carrot', 'overtime', 'coupon', 'medal']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
independence,"['fireworks', 'keys', 'paycheck', 'backpack']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
indifference,"['shrug', 'statue', 'gray', 'crowd']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
influence,"['ripple', 'whisper', 'magnet', 'mentor']","['sensorimotor feature', 'sensorimotor feature', 'association', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
insanity,"['straightjacket', 'moon', 'labyrinth', 'static']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
insight,"['lightbulb', 'microscope', 'chess', 'key']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
insult,"['sting', 'playground', 'red face', 'silence']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
insurrection,"['capitol', 'barricades', 'torches', 'shouting']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
intention,"['arrow', 'seed', 'yoga', 'secret']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
interest,"['bank', 'magnifying glass', 'percent', 'chess']","['association', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
invention,"['lightbulb', 'patent', 'blueprint', 'laboratory']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
jealousy,"['green', 'smartphone', 'medal', 'shadow']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
joy,"['confetti', 'yellow', 'spring', 'trampoline']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
judgement,"['gavel', 'scale', 'finger', 'throne']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
justice,"['gavel', 'scales', 'superhero', 'prison']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
justification,"['margins', 'receipt', 'courtroom', 'ledger']","['other abstract concept', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
kindness,"['soup', 'umbrella', 'door', 'honey']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
knowledge,"['library', 'compass', 'spectacles', 'lightbulb']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
love,"['heart', 'chocolate', 'mother', 'wedding']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
luck,"['clover', 'lottery', 'dice', 'coin']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
lust,"['fire', 'apple', 'sweat', 'red']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
luxury,"['velvet', 'champagne', 'yacht', 'diamond']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
magic,"['rabbit', 'glitter', 'levitation', 'mirror']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
manipulation,"['strings', 'clay', 'magnets', 'chessboard']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
manners,"['napkin', 'doorway', 'tea', 'elbows']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
matter,"['atoms', 'space', 'dust', 'judge']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
meanness,"['thorns', 'playground', 'scowl', 'ice']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
memory,"['attic', 'processor', 'scent', 'childhood']","['association', 'other abstract concept', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
menace,"['Dennis', 'shark', 'shadow', 'siren']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
mercy,"['gavel', 'sword', 'knees', 'rain']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
miracle,"['birth', 'water', 'surgeon', 'desert']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
misdemeanor,"['gavel', 'shoplifting', 'fine', 'graffiti']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
misery,"['rain', 'empty pockets', 'broken glass', 'winter']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
