word,properties,codes,frequencies
angst,"['Deep unease', 'Adolescence', 'Existential', 'Inner turmoil', 'Searching']","['introspective', 'situation', 'entity', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
annoyed,"['Irritated', 'Mild frustration', 'Minor inconvenience', 'Impatience', 'Slight displeasure']","['taxonomic', 'introspective', 'situation', 'introspective', 'introspective']","[0.2, 0.0, 0.2, 0.6]"
anxious,"['Unease', 'Worry', 'Restless', 'Future-focused', 'Physical tension']","['taxonomic', 'taxonomic', 'entity', 'entity', 'entity']","[0.4, 0.6, 0.0, 0.0]"
appeal,"['Persuasion', 'Request', 'Court', 'Attractive', 'Entreaty']","['situation', 'taxonomic', 'situation', 'entity', 'taxonomic']","[0.4, 0.2, 0.4, 0.0]"
appreciation,"['Gratitude', 'Recognition', 'Value', 'Acknowledgement', 'Expression']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'situation']","[0.6, 0.2, 0.2, 0.0]"
apprehensive,"['Uncertainty', 'Unease', 'Expecting trouble', 'Before an event', 'Mild fear']","['entity', 'entity', 'entity', 'situation', 'taxonomic']","[0.2, 0.6, 0.2, 0.0]"
ashamed,"['Regret', 'Embarrassed', 'Secret', 'Face burning', 'Social faux pas']","['introspective', 'taxonomic', 'entity', 'entity', 'situation']","[0.2, 0.4, 0.2, 0.2]"
assassinate,"['Sudden', 'Secret', 'Political', 'Deadly', 'Target']","['situation', 'situation', 'situation', 'entity', 'situation']","[0.0, 0.2, 0.8, 0.0]"
astonished,"['Unexpected', 'Wide-eyed', 'Speechless', 'Surprise', 'Disbelief']","['introspective', 'entity', 'entity', 'taxonomic', 'entity']","[0.2, 0.6, 0.0, 0.2]"
atrocity,"['Heinous', 'Brutality', 'Severe wrong', 'Public outrage', 'Historical event']","['introspective', 'taxonomic', 'taxonomic', 'introspective', 'taxonomic']","[0.6, 0.0, 0.0, 0.4]"
avenge,"['Retribution', 'Justice', 'Harm', 'Wrongdoing', 'Resolve']","['taxonomic', 'entity', 'situation', 'situation', 'entity']","[0.2, 0.4, 0.4, 0.0]"
aversion,"['Strong dislike', 'Avoidance', 'Emotional reaction', 'Repulsion', 'Unwillingness']","['introspective', 'situation', 'introspective', 'taxonomic', 'introspective']","[0.2, 0.0, 0.2, 0.6]"
blessing,"['Gratitude', 'Divine favor', 'Said during prayer', 'Positive outcome', 'Expressing thanks']","['introspective', 'entity', 'situation', 'situation', 'situation']","[0.0, 0.2, 0.6, 0.2]"
bliss,"['Contentment', 'Serene', 'Perfect happiness', 'Quiet joy', 'Untroubled']","['taxonomic', 'entity', 'taxonomic', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
brave,"['Courage', 'Fear', 'Action', 'Risk', 'Steadfast']","['taxonomic', 'entity', 'situation', 'entity', 'entity']","[0.2, 0.6, 0.2, 0.0]"
calamity,"['Disaster', 'Sudden', 'Widespread', 'Harmful', 'Unfortunate event']","['taxonomic', 'entity', 'entity', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
callous,"['Thickened', 'Skin', 'Repeated friction', 'Emotionless', 'Insensitive']","['entity', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.8, 0.2, 0.0]"
carelessness,"['Neglect', 'Mistakes', 'Lack of thought', 'Accidents', 'Thoughtless']","['taxonomic', 'entity', 'entity', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
charitable,"['Giving', 'Voluntary', 'Benevolence', 'Needs', 'Donations']","['situation', 'entity', 'taxonomic', 'situation', 'situation']","[0.2, 0.2, 0.6, 0.0]"
cheerful,"['Smiling', 'Optimistic', 'Sunny', 'Lighthearted', 'Sociable']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
childlike,"['Innocent', 'Curious', 'Playful', 'Simple', 'Naive']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
clever,"['Resourceful', 'Quick-witted', 'Problem-solving', 'Ingenious', 'Strategic']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'entity']","[0.6, 0.2, 0.2, 0.0]"
clueless,"['Unaware', 'Misunderstanding', 'Naive', 'Ignorance', 'Inept']","['taxonomic', 'entity', 'taxonomic', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
cocky,"['Arrogant', 'Overconfident', 'Boastful', 'Swagger', 'Self-assured']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
coerce,"['Pressure', 'Influence', 'Against will', 'Subtle threat', 'Compliance']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
commitment,"['Dedication', 'Promise', 'Long-term', 'Responsibility', 'Resolve']","['taxonomic', 'taxonomic', 'entity', 'entity', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
compassionate,"['Understanding', 'Suffering', 'Kindness', 'Empathetic', 'Helpful']","['taxonomic', 'entity', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
completion,"['Finish', 'Entirety', 'Fulfillment', 'Final stage', 'Satisfaction']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'introspective']","[0.6, 0.2, 0.0, 0.2]"
conceit,"['Excessive', 'Self-regard', 'Flattery', 'Misjudgment', 'Pride']","['entity', 'taxonomic', 'situation', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
conspire,"['Secret', 'Agreement', 'Plot', 'Hidden', 'Scheme']","['entity', 'entity', 'taxonomic', 'entity', 'taxonomic']","[0.4, 0.6, 0.0, 0.0]"
contempt,"['Disgust', 'Scorn', 'Superiority', 'Silent judgment', 'Disrespect']","['introspective', 'taxonomic', 'entity', 'situation', 'taxonomic']","[0.4, 0.2, 0.2, 0.2]"
courage,"['Facing fear', 'Inner strength', 'Acting despite risk', 'Moral action', 'Perseverance']","['situation', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
courageous,"['Facing fear', 'Bravery', 'Standing up', 'Overcoming obstacles', 'Moral strength']","['situation', 'taxonomic', 'situation', 'situation', 'entity']","[0.2, 0.2, 0.6, 0.0]"
cowardice,"['Fear', 'Avoidance', 'Lack of bravery', 'Shameful', 'Retreat']","['introspective', 'situation', 'introspective', 'introspective', 'situation']","[0.0, 0.0, 0.4, 0.6]"
crabby,"['Irritable', 'Grouchy', 'Bad-tempered', 'Snapping', 'Easily annoyed']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'entity']","[0.6, 0.4, 0.0, 0.0]"
crisis,"['Turning point', 'Urgent', 'Difficult', 'Decision', 'Instability']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
criticize,"['Evaluation', 'Pointing out flaws', 'Improvement', 'Feedback', 'Disagreement']","['introspective', 'situation', 'situation', 'entity', 'entity']","[0.0, 0.4, 0.4, 0.2]"
cruel,"['Inflicts pain', 'Unfeeling', 'Deliberate', 'Lack of empathy', 'Causing suffering']","['entity', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.8, 0.2, 0.0]"
curiosity,"['Questioning', 'Exploration', 'Desire to know', 'New things', 'Mental state']","['situation', 'situation', 'introspective', 'situation', 'taxonomic']","[0.2, 0.0, 0.6, 0.2]"
dedication,"['Commitment', 'Perseverance', 'Effort', 'Focused', 'Long-term']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
degeneration,"['Decline', 'Deterioration', 'Gradual', 'Breakdown', 'Impairment']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
delighted,"['Joyful', 'Unexpected pleasure', 'Smiling', 'Positive emotion', 'Exclamation']","['taxonomic', 'entity', 'entity', 'taxonomic', 'situation']","[0.4, 0.4, 0.2, 0.0]"
deplorable,"['Unacceptable', 'Shocking', 'Disgusting', 'Evokes strong disapproval', 'Morally reprehensible']","['taxonomic', 'introspective', 'introspective', 'introspective', 'taxonomic']","[0.4, 0.0, 0.0, 0.6]"
depravity,"['Immorality', 'Corruption', 'Wickedness', 'Extreme', 'Moral failing']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
depressed,"['Sadness', 'Persistent', 'Low energy', 'Withdrawn', 'Hopelessness']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
derogatory,"['Disrespectful', 'Insulting', 'Downplays value', 'Negative connotation', 'Intended to offend']","['taxonomic', 'taxonomic', 'situation', 'entity', 'situation']","[0.4, 0.2, 0.4, 0.0]"
despairing,"['Overwhelmed', 'Hopelessness', 'Giving up', 'Intense sadness', 'Helpless']","['introspective', 'entity', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
desperate,"['Urgent need', 'Extreme', 'Last resort', 'Hopelessness', 'Pleading']","['entity', 'entity', 'introspective', 'entity', 'situation']","[0.0, 0.6, 0.2, 0.2]"
despondent,"['Discouraged', 'Hopelessness', 'Low spirits', 'Withdrawn', 'Prolonged sadness']","['taxonomic', 'entity', 'taxonomic', 'entity', 'entity']","[0.4, 0.6, 0.0, 0.0]"
detest,"['Strong dislike', 'Intense aversion', 'Avoidance', 'Repulsion', 'Loathing']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'taxonomic']","[0.8, 0.0, 0.2, 0.0]"
devotion,"['Commitment', 'Loyalty', 'Sacrifice', 'Intense feeling', 'Religious practice']","['taxonomic', 'taxonomic', 'situation', 'entity', 'situation']","[0.4, 0.2, 0.4, 0.0]"
dignity,"['Respect', 'Self-worth', 'Poise', 'Resilience', 'Maintaining composure']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
disadvantage,"['Drawback', 'Hindrance', 'Inequality', 'Negative aspect', 'Limits potential']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
disappointed,"['Letdown', 'Unmet expectations', 'Sadness', 'Missed opportunity', 'Regret']","['taxonomic', 'introspective', 'taxonomic', 'introspective', 'taxonomic']","[0.6, 0.0, 0.0, 0.4]"
disapproval,"['Facial expression', 'Judgment', 'Negative reaction', 'Can be silent', 'Mild to strong']","['entity', 'entity', 'introspective', 'situation', 'entity']","[0.0, 0.6, 0.2, 0.2]"
disastrous,"['Ruin', 'Severe', 'Unfortunate', 'Catastrophe', 'Widespread impact']","['entity', 'entity', 'introspective', 'taxonomic', 'entity']","[0.2, 0.6, 0.0, 0.2]"
disgruntled,"['Dissatisfied', 'Resentful', 'Complaining', 'Sour expression', 'Unhappy employee']","['taxonomic', 'taxonomic', 'situation', 'entity', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
disgusted,"['Repulsion', 'Moral disapproval', 'Facial expression', 'Strong dislike', 'Contempt']","['taxonomic', 'introspective', 'entity', 'introspective', 'taxonomic']","[0.4, 0.2, 0.0, 0.4]"
dislike,"['Negative feeling', 'Mild aversion', 'Not fondness', 'Preference against', 'Subtle rejection']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
disloyalty,"['Betrayal', 'Broken trust', 'Secret actions', 'Harmful consequences', 'Against allegiance']","['taxonomic', 'entity', 'situation', 'entity', 'entity']","[0.2, 0.6, 0.2, 0.0]"
disobey,"['Resistance', 'Defiance', 'Authority', 'Rule-breaking', 'Consequence']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'entity']","[0.6, 0.2, 0.2, 0.0]"
displeased,"['Unhappy', 'Mild annoyance', 'Facial expression', 'Criticism implied', 'Not delighted']","['taxonomic', 'taxonomic', 'entity', 'situation', 'introspective']","[0.4, 0.2, 0.2, 0.2]"
disposable,"['Single-use', 'Temporary', 'Readily discarded', 'Inexpensive', 'Convenience']","['situation', 'entity', 'situation', 'entity', 'situation']","[0.0, 0.4, 0.6, 0.0]"
dodgy,"['Unreliable', 'Suspicious', 'Questionable', 'Risky', 'Shady']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
dreaded,"['Anticipated', 'Unpleasant', 'Foreboding', 'Avoided', 'Anxiety']","['entity', 'introspective', 'introspective', 'situation', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
dull,"['Lifeless', 'Monotonous', 'Lacking brightness', 'Unremarkable', 'Slow']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'entity']","[0.6, 0.4, 0.0, 0.0]"
ecstasy,"['Intense joy', 'Overwhelming', 'Transcendence', 'Raving', 'Elevated mood']","['introspective', 'introspective', 'introspective', 'situation', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
educate,"['Knowledge', 'Instruction', 'Learning', 'School', 'Growth']","['entity', 'taxonomic', 'entity', 'situation', 'entity']","[0.2, 0.6, 0.2, 0.0]"
education,"['Lifelong', 'System', 'Growth', 'Knowledge', 'Development']","['entity', 'taxonomic', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
elated,"['Joyful', 'Excitement', 'Triumph', 'Uplifted', 'Radiating']","['taxonomic', 'entity', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
embarrassed,"['Blush', 'Self-conscious', 'Social situation', 'Uncomfortable', 'Apologetic feeling']","['entity', 'introspective', 'situation', 'introspective', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
enchantment,"['Fascination', 'Illusion', 'Spell', 'Delight', 'Temporary']","['taxonomic', 'entity', 'taxonomic', 'introspective', 'entity']","[0.4, 0.4, 0.0, 0.2]"
enjoyable,"['Pleasurable', 'Positive feeling', 'Leisure time', 'Relaxing', 'Satisfying']","['taxonomic', 'introspective', 'situation', 'introspective', 'introspective']","[0.2, 0.0, 0.2, 0.6]"
enthusiastic,"['Eager', 'Lively', 'Passionate', 'Excited', 'Supportive']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'entity']","[0.8, 0.2, 0.0, 0.0]"
envious,"['Desire', 'Another’s possessions', 'Resentment', 'Not enough', 'Covetous']","['entity', 'situation', 'entity', 'introspective', 'taxonomic']","[0.2, 0.4, 0.2, 0.2]"
equality,"['Fairness', 'Sameness', 'Rights', 'Opportunity', 'Impartiality']","['taxonomic', 'taxonomic', 'entity', 'entity', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
equate,"['Consider', 'Similar', 'Comparison', 'Symbol', 'Represent']","['introspective', 'entity', 'introspective', 'entity', 'entity']","[0.0, 0.6, 0.0, 0.4]"
essential,"['Needed', 'Fundamental', 'Critical', 'Basic requirement', 'Vital']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
eternity,"['Limitless', 'Time', 'Infinite', 'Future', 'Beyond measure']","['entity', 'taxonomic', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
euphoria,"['Intense joy', 'Elevated mood', 'Fleeting', 'Achievement', 'Well-being']","['taxonomic', 'taxonomic', 'entity', 'situation', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
evil,"['Harm', 'Immoral', 'Suffering', 'Cruelty', 'Intentional']","['entity', 'taxonomic', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
exceptional,"['Rare', 'Above average', 'Remarkable', 'Outstanding', 'Superior']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
excitement,"['Anticipation', 'Rapid heartbeat', 'Butterflies', 'Surprise', 'Energetic']","['introspective', 'introspective', 'introspective', 'taxonomic', 'entity']","[0.2, 0.2, 0.0, 0.6]"
exhilarating,"['Invigorating', 'Thrilling', 'Excitement', 'Heightened senses', 'Joyful energy']","['taxonomic', 'taxonomic', 'entity', 'entity', 'entity']","[0.4, 0.6, 0.0, 0.0]"
faithful,"['Loyal', 'Consistent', 'Trustworthy', 'Steadfast', 'Promise']","['taxonomic', 'entity', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
false,"['Incorrect', 'Opposite of true', 'Deceptive', 'Misleading', 'Untruthful']","['taxonomic', 'introspective', 'entity', 'entity', 'taxonomic']","[0.4, 0.4, 0.0, 0.2]"
fearful,"['Apprehensive', 'Trembling', 'Danger', 'Anxious', 'Avoidance']","['taxonomic', 'entity', 'entity', 'taxonomic', 'situation']","[0.4, 0.4, 0.2, 0.0]"
fond,"['Affection', 'Warmth', 'Cherish', 'Gentle', 'Sentiment']","['taxonomic', 'entity', 'situation', 'entity', 'taxonomic']","[0.4, 0.4, 0.2, 0.0]"
forgiveness,"['Letting go', 'A choice', 'Healing', 'Requires empathy', 'Relinquishing resentment']","['situation', 'introspective', 'situation', 'introspective', 'situation']","[0.0, 0.0, 0.6, 0.4]"
forlorn,"['Abandoned', 'Lonely', 'Dreary', 'Remote place', 'Sadness']","['taxonomic', 'taxonomic', 'entity', 'situation', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
frightened,"['Fear', 'Trembling', 'Danger', 'Rapid heartbeat', 'Helpless']","['taxonomic', 'entity', 'entity', 'entity', 'introspective']","[0.2, 0.6, 0.0, 0.2]"
frustrated,"['Blocked', 'Impeded', 'Annoyance', 'Goal-oriented', 'Helpless']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
fulfill,"['Complete', 'Promise', 'Satisfaction', 'Requirement', 'Achieve']","['taxonomic', 'situation', 'introspective', 'situation', 'taxonomic']","[0.4, 0.0, 0.4, 0.2]"
furious,"['Intense', 'Red face', 'Loss of control', 'Shouting', 'Unjustified']","['entity', 'entity', 'entity', 'situation', 'introspective']","[0.0, 0.6, 0.2, 0.2]"
glad,"['Positive.', 'Feeling.', 'Relief.', 'Good news.', 'Smile.']","['introspective', 'taxonomic', 'entity', 'situation', 'entity']","[0.2, 0.4, 0.2, 0.2]"
glee,"['Intense joy', 'Spontaneous', 'Expressed outwardly', 'Childlike', 'Triumphant']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
glum,"['Downcast', 'Melancholy', 'Rain clouds', 'Lack of smiles', 'Quietly sorrowful']","['taxonomic', 'taxonomic', 'situation', 'entity', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
godless,"['Irreligious', 'Atheist', 'Morally bankrupt', 'Abandoned', 'Heartless']","['taxonomic', 'taxonomic', 'introspective', 'introspective', 'introspective']","[0.4, 0.0, 0.0, 0.6]"
greedy,"['Excessive', 'Selfish', 'Acquisition', 'Wanting more', 'Unsatisfied']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
grieving,"['Loss', 'Sadness', 'Deep sorrow', 'Time-dependent', 'Processing']","['situation', 'introspective', 'introspective', 'entity', 'entity']","[0.0, 0.4, 0.2, 0.4]"
grim,"['Bleak', 'Foreboding', 'Determined', 'Stern', 'Unyielding']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
grouchy,"['Irritable', 'Bad-tempered', 'Frowning', 'Morning', 'Complaining']","['taxonomic', 'taxonomic', 'entity', 'situation', 'situation']","[0.4, 0.2, 0.4, 0.0]"
grumpy,"['Irritable', 'Frowning', 'Complaining', 'Bad-tempered', 'Unsatisfied']","['taxonomic', 'entity', 'entity', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
guilty,"['Regret', 'Responsibility', 'Blame', 'Shame', 'Confession']","['introspective', 'entity', 'entity', 'introspective', 'situation']","[0.0, 0.4, 0.2, 0.4]"
happy,"['Smiling', 'Content', 'Positive emotion', 'Sunlight', 'Celebration']","['entity', 'taxonomic', 'taxonomic', 'situation', 'situation']","[0.4, 0.2, 0.4, 0.0]"
harmful,"['Detrimental', 'Adverse', 'Injury', 'Negative impact', 'Unsafe']","['taxonomic', 'taxonomic', 'entity', 'entity', 'taxonomic']","[0.6, 0.4, 0.0, 0.0]"
harmony,"['Agreement', 'Pleasant combination', 'Balance', 'Peaceful coexistence', 'Musical concord']","['taxonomic', 'entity', 'taxonomic', 'taxonomic', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
hateful,"['Deep dislike', 'Incites anger', 'Bitter feelings', 'Unpleasant behavior', 'Intentionally unkind']","['taxonomic', 'entity', 'taxonomic', 'entity', 'entity']","[0.4, 0.6, 0.0, 0.0]"
heartache,"['Emotional', 'Loss', 'Pain', 'Lingering', 'Sadness']","['introspective', 'entity', 'introspective', 'entity', 'introspective']","[0.0, 0.4, 0.0, 0.6]"
heartless,"['Uncaring', 'Cruel', 'Emotionless', 'Detachment', 'Lack of empathy']","['taxonomic', 'taxonomic', 'taxonomic', 'entity', 'introspective']","[0.6, 0.2, 0.0, 0.2]"
homesick,"['Longing', 'Distance', 'Familiar', 'Emotional', 'Absence']","['introspective', 'introspective', 'entity', 'taxonomic', 'introspective']","[0.2, 0.2, 0.0, 0.6]"
hopeful,"['Anticipation', 'Positive outlook', 'Future-oriented', 'Resilience', 'Yearning']","['introspective', 'introspective', 'introspective', 'entity', 'introspective']","[0.0, 0.2, 0.0, 0.8]"
hopeless,"['Despair', 'No chance', 'Defeat', 'Discouragement', 'Unyielding']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
hospitality,"['Welcoming', 'Generous', 'Guest', 'Comfort', 'Kindness']","['situation', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.6, 0.4, 0.0]"
hostile,"['Antagonistic', 'Unwelcoming', 'Confrontational', 'Threatening', 'Opposed']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'taxonomic']","[1.0, 0.0, 0.0, 0.0]"
humiliation,"['Intense shame', 'Public', 'Loss of dignity', 'Embarrassing', 'Vulnerable']","['introspective', 'situation', 'entity', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
humorous,"['Amusing', 'Lighthearted', 'Elicits laughter', 'Often unexpected', 'Playful']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
hypocrisy,"['Discrepancy', 'Actions', 'Beliefs', 'Criticism', 'Double standard']","['entity', 'situation', 'entity', 'situation', 'taxonomic']","[0.2, 0.4, 0.4, 0.0]"
impatient,"['Restless', 'Waiting', 'Annoyed', 'Eager', 'Tapping foot']","['taxonomic', 'situation', 'introspective', 'introspective', 'entity']","[0.2, 0.2, 0.2, 0.4]"
impossibility,"['Unattainable', 'Logical contradiction', 'Beyond reach', 'Definite barrier', 'Prevents action']","['taxonomic', 'entity', 'taxonomic', 'situation', 'situation']","[0.4, 0.2, 0.4, 0.0]"
inappropriate,"['Unsuitable', 'Socially awkward', 'Context-dependent', 'Offending', 'Boundaries']","['taxonomic', 'situation', 'introspective', 'situation', 'entity']","[0.2, 0.2, 0.4, 0.2]"
incredible,"['Beyond belief', 'Astonishing', 'Unlikely', 'Awe-inspiring', 'Extraordinary']","['taxonomic', 'taxonomic', 'entity', 'taxonomic', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
indecision,"['Hesitation', 'Weighing options', 'Mental block', 'Prolonged delay', 'Uncertainty']","['entity', 'introspective', 'entity', 'entity', 'taxonomic']","[0.2, 0.6, 0.0, 0.2]"
indignant,"['Outraged', 'Righteous', 'Resentment', 'Injustice', 'High-volume voice']","['taxonomic', 'entity', 'taxonomic', 'situation', 'entity']","[0.4, 0.4, 0.2, 0.0]"
infatuated,"['Intense', 'Short-lived', 'Idealization', 'Obsessive thoughts', 'Early romance']","['entity', 'entity', 'introspective', 'introspective', 'situation']","[0.0, 0.4, 0.2, 0.4]"
infectious,"['Spreads', 'Rapid', 'Disease', 'Contagious', 'Easily transmitted']","['entity', 'entity', 'taxonomic', 'taxonomic', 'entity']","[0.4, 0.6, 0.0, 0.0]"
inferiority,"['Feeling less', 'Self-perception', 'Comparison', 'Diminished worth', 'Social situations']","['introspective', 'introspective', 'introspective', 'entity', 'situation']","[0.0, 0.2, 0.2, 0.6]"
infuriating,"['Intense anger', 'Unbearable', 'Prolonged', 'Frustrates', 'Provokes rage']","['introspective', 'introspective', 'entity', 'entity', 'entity']","[0.0, 0.6, 0.0, 0.4]"
insolent,"['Disrespectful', 'Cheeky', 'Young', 'Defiant', 'Boldly rude']","['taxonomic', 'taxonomic', 'situation', 'taxonomic', 'taxonomic']","[0.8, 0.0, 0.2, 0.0]"
interested,"['Attentive', 'Curiosity', 'Engaged', 'Eager', 'Focused']","['taxonomic', 'entity', 'taxonomic', 'taxonomic', 'taxonomic']","[0.8, 0.2, 0.0, 0.0]"
