word,properties,codes,frequencies
desperation,"['relentless rain', 'hollow hands', 'crumbling walls', 'silent screams']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
destruction,"['collapsed buildings', 'wildfire', 'shattered glass', 'displaced families']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
detection,"['security camera', 'radiation scanner', 'drug-sniffing dog', 'thermal sensor']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dictatorship,"['centralized control', 'suppressed dissent', 'single authority', 'fear-based governance']","['other abstract concept', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
difference,"['contrast', 'conflict', 'uniqueness', 'divide']","['association', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
difficulty,"['mountain', 'tangled knot', 'locked door', 'stormy sea']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dignity,"['standing tall', 'unyielding resolve', 'quiet strength', 'earned respect']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'social constellation']","[0.25, 0.5, 0.25, 0.0]"
diligence,"['schedule', 'focus', 'precision', 'persistence']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
disadvantage,"['inequality', 'resource scarcity', 'systemic barriers', 'opportunity gaps']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
disappointment,"['shattered expectations', 'effort without reward', 'sinking chest', 'unfulfilled dreams']","['other abstract concept', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
discovery,"['archaeological dig', 'hidden treasure map', 'first contact with an alien', 'unearthing a lost letter']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
disgust,"['vomit', 'moldy cheese', 'nausea', 'turning away']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
dismay,"['sudden accident', 'betrayal', 'natural disaster', 'job loss']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
dispute,"['courtroom', 'family argument', 'mediation table', 'business contract']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
distance,"['separation', 'solitude', 'horizon', 'compass']","['other abstract concept', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
distraction,"['phone alerts', 'sudden noise', 'visual overload', 'multitasking']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
diversity,"['multiculturalism', 'ecosystem', 'blended traditions', 'inclusive community']","['social constellation', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
doubt,"['questioning choices', 'conflicting evidence', 'self-suspicion', 'unreliable sources']","['internal state and emotion', 'association', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
downfall,"['collapse of a structure', 'sudden loss of power', 'natural disaster', 'public disgrace']","['sensorimotor feature', 'other abstract concept', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
dream,"['flying', 'hidden desire', 'nighttime vision', 'surreal experience']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.25, 0.0, 0.25]"
duty,"['soldier', 'checklist', 'storm', 'deadline']","['social constellation', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
eagerness,"['race horse', 'countdown clock', 'burning candle', '""siren\'s call""']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
effort,"['lifting', 'solving', 'perseverance', 'growth']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
elegance,"['black-tie gala', 'minimalist room decor', 'fluid dance motion', 'aged porcelain vase']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
emotion,"['rollercoaster', 'diary entry', 'sunset', 'heartbeat']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
enchantment,"['flickering candlelight', 'whispered lullabies', 'shifting mirage', 'silver-winged moth']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
enthusiasm,"['crowd at a concert', 'team sports game', 'community garden activity', 'personal creative endeavor']","['social constellation', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.75, 0.0]"
envy,"['comparison', 'resentment', 'unspoken desire', 'social media']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
error,"['software crash', 'miscalculation', 'miscommunication', 'correction process']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
event,"['celebration', 'planning', 'unpredictability', 'timing']","['association', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
excitement,"['roller coaster', 'unanticipated discovery', 'racing heartbeat', 'countdown to a reveal']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
expectation,"['countdown', 'surprise gift', 'job interview', 'vacation plan']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
experience,"['journey', 'learning curve', 'memory-making', 'emotional shift']","['association', 'other abstract concept', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
explanation,"['classroom lecture', 'technical manual', 'conflict resolution', 'policy clarification']","['sensorimotor feature', 'association', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
exploitation,"['sweatshops', 'deforestation', 'corporate greed', 'forced labor']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
faithfulness,"['lighthouse', 'ancestral tradition', 'steadfast dog', 'unbroken vow']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
fantasy,"['dragons', 'enchanted objects', 'magical realms', 'quests']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fate,"['celestial alignment', 'unchangeable outcomes', 'pivotal moments', 'sudden twists']","['association', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
fear,"['racing heart', 'thunderstorm', 'locked room', 'trembling hands']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
fight,"['boxing ring', 'rivalry', 'adrenaline rush', 'bruises']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
fitness,"['gym', 'running', 'sweat', 'strength']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
flexibility,"['downward dog', '""gymnast\'s routine""', 'adapting to job changes', 'tree bending in wind']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
force,"['military', 'impact', 'machinery', 'resistance']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
forgiveness,"['reconciliation', 'letting go', 'peace', 'olive branch']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.25, 0.25]"
freedom,"['flight', 'open horizon', 'balloon', 'unrestricted motion']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
fright,"['scream', 'shadowy figure', 'cold sweat', 'thunder']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
frustration,"['traffic jam', 'malfunctioning device', 'prolonged waiting', 'unmet expectations']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
fun,"['roller coasters', 'laughing', 'game night', 'spontaneous trips']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
fury,"['storm', 'scream', 'fire', 'clenched fist']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
future,"['uncertainty', 'innovation', 'planning', 'possibilities']","['internal state and emotion', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
genius,"['breakthroughs', 'eccentricity', 'revolution', 'insight']","['other abstract concept', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
glory,"['crown', 'spotlight', 'radiant light', 'triumph']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
grace,"['unspoken forgiveness', 'fluid motion of a river', 'sudden kindness from strangers', 'quiet dignity in adversity']","['internal state and emotion', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
gratitude,"['heartfelt letter', 'smile at strangers', 'shared meal', 'warm chest sensation']","['association', 'social constellation', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.5, 0.25]"
greed,"['hoarding', 'competitive bidding', 'compulsion', 'black hole']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
guess,"['game show', 'error', 'clue', 'hesitation']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
habit,"['routine', 'repetition', 'automatic behavior', 'consistency']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
happiness,"['laughter', 'warmth', 'celebration', 'sun']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
hate,"['feud', 'resentment', 'aggression', 'isolation']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'social constellation']","[0.0, 0.5, 0.5, 0.0]"
help,"['emergency', 'relief', 'ladder', 'guidance']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
hint,"['detective clue', 'nonverbal signal', 'riddle element', 'subtle emotional cue']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
home,"['hearth', 'laughter', 'porch light', 'dusty shelves']","['sensorimotor feature', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
honor,"['medal', 'ancestor ritual', 'integrity', 'salute']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
hope,"['lighthouse beam', 'seedling sprout', 'waiting for a letter', '""child\'s belief in Santa""']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
horror,"['haunted house', 'silence', 'shadows', 'whispers']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
humor,"['punchline', 'laughter', 'irony', 'unexpected twist']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'association']","[0.25, 0.25, 0.0, 0.5]"
hunger,"['empty stomach', 'cooking', 'weakness', 'waiting']","['sensorimotor feature', 'association', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
hurry,"['red light', 'missed train', 'crowded street', 'ticking clock']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
idea,"['light bulb', 'sketch', 'spark', 'brainstorming']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
ideal,"['perfection', 'utopia', 'aspiration', 'flawless']","['other abstract concept', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
illusion,"['mirage', '""magician\'s trick""', 'shadow play', 'delusion']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
impression,"['first meeting', 'lasting effect', 'tactile mark', 'instant judgment']","['association', 'other abstract concept', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
incentive,"['bonus', 'scholarship', 'competition', 'career advancement']","['association', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
independence,"['solo travel', 'self-reliant farming', 'decision-making autonomy', 'ownership of resources']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
indifference,"['cold room', 'blank expression', 'disregard for outcomes', 'unaffected by events']","['association', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
influence,"['political campaign', 'viral trend', 'family tradition', 'corporate strategy']","['social constellation', 'association', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
insanity,"['asylum', 'scream', 'raven', 'fear']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
insight,"['magnifying glass', 'mountain peak', 'quiet conversation', 'shattered mirror']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
insult,"['public embarrassment', 'heated argument', 'family conflict', 'blushing face']","['social constellation', 'social constellation', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.75, 0.0]"
insurrection,"['clandestine meetings', 'coded messages', 'upheaval', 'revolutionary banners']","['social constellation', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.25, 0.75]"
intention,"['planning', 'focus', 'action', 'goal']","['internal state and emotion', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
interest,"['library', 'workshops', 'collectibles', 'conversation topics']","['association', 'social constellation', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
invention,"['workshop', 'spark', 'blueprint', 'progress']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
jealousy,"['spying', 'exclusion', 'comparison', 'resentment']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
joy,"['laughter', 'sunshine', 'childhood', 'victory']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
judgement,"['trial', 'verdict', 'scales', 'self-reflection']","['association', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
