word,response,properties
avenge,"Respond to a wrong done
Punish the offender
Act for someone harmed
After injury or insult
Seek justice through retaliation","['Respond to a wrong done', 'Punish the offender', 'Act for someone harmed', 'After injury or insult', 'Seek justice through retaliation']"
aversion,"Strong dislike
Pulling away
Feeling repelled
Avoid on purpose
Toward a thing or activity","['Strong dislike', 'Pulling away', 'Feeling repelled', 'Avoid on purpose', 'Toward a thing or activity']"
blessing,"Helpful gift
Brings good fortune
Often felt grateful for
Can be spoken in prayer
Seen as coming from God","['Helpful gift', 'Brings good fortune', 'Often felt grateful for', 'Can be spoken in prayer', 'Seen as coming from God']"
bliss,"Extreme happiness
Deep inner peace
Feels almost perfect
Often brief, overwhelming feeling
Experienced in joyful, serene moments","['Extreme happiness', 'Deep inner peace', 'Feels almost perfect', 'Often brief, overwhelming feeling', 'Experienced in joyful, serene moments']"
brave,"Faces danger
Acts despite fear
In risky situations
Stands up for others
Steady under threat","['Faces danger', 'Acts despite fear', 'In risky situations', 'Stands up for others', 'Steady under threat']"
calamity,"Sudden severe misfortune
Causes great damage
Often affects many people
Brings suffering and loss
Disaster-level event","['Sudden severe misfortune', 'Causes great damage', 'Often affects many people', 'Brings suffering and loss', 'Disaster-level event']"
callous,"Emotionally unfeeling
Ignores others' pain
Cold reaction
Harsh, insensitive behavior
Little sympathy or remorse","['Emotionally unfeeling', ""Ignores others' pain"", 'Cold reaction', 'Harsh, insensitive behavior', 'Little sympathy or remorse']"
carelessness,"Lack of attention
Making avoidable mistakes
Ignoring possible consequences
Hasty, sloppy behavior
Often causes accidents","['Lack of attention', 'Making avoidable mistakes', 'Ignoring possible consequences', 'Hasty, sloppy behavior', 'Often causes accidents']"
charitable,"Gives to others
Helps the needy
Generous with money
Kindhearted actions
Donates without reward","['Gives to others', 'Helps the needy', 'Generous with money', 'Kindhearted actions', 'Donates without reward']"
cheerful,"Smiling often
Bright mood
Positive attitude
Lighthearted behavior
Full of happiness","['Smiling often', 'Bright mood', 'Positive attitude', 'Lighthearted behavior', 'Full of happiness']"
childlike,"Innocent
Wonder-filled
Playful
Naive
Youthful manner","['Innocent', 'Wonder-filled', 'Playful', 'Naive', 'Youthful manner']"
clever,"Quick-thinking
Solves problems easily
Uses ingenuity
Learns fast
Finds smart solutions","['Quick-thinking', 'Solves problems easily', 'Uses ingenuity', 'Learns fast', 'Finds smart solutions']"
clueless,"Unaware
Doesn't understand
Misses obvious hints
Confused about what's happening
Lacks knowledge or insight","['Unaware', ""Doesn't understand"", 'Misses obvious hints', ""Confused about what's happening"", 'Lacks knowledge or insight']"
cocky,"Overconfident
Acts superior
Brags about self
Smug attitude
Underestimates others","['Overconfident', 'Acts superior', 'Brags about self', 'Smug attitude', 'Underestimates others']"
coerce,"Force unwillingly
Pressure with threats
Make someone comply
Against their will
Often through intimidation","['Force unwillingly', 'Pressure with threats', 'Make someone comply', 'Against their will', 'Often through intimidation']"
commitment,"Promise to keep
Long-term dedication
Sticking with it
Obligation accepted
Not easily abandoned","['Promise to keep', 'Long-term dedication', 'Sticking with it', 'Obligation accepted', 'Not easily abandoned']"
compassionate,"Feels others’ pain
Wants to help
Gentle in suffering
Kind to the vulnerable
Understanding, not harsh","['Feels others’ pain', 'Wants to help', 'Gentle in suffering', 'Kind to the vulnerable', 'Understanding, not harsh']"
completion,"Finishing of a task
Reaching the end
All parts done
Nothing left unfinished
Final stage of a process","['Finishing of a task', 'Reaching the end', 'All parts done', 'Nothing left unfinished', 'Final stage of a process']"
conceit,"Excessive self-importance
Overly proud attitude
Boastful sense of superiority
Thinking oneself better than others
Personality flaw, often off-putting","['Excessive self-importance', 'Overly proud attitude', 'Boastful sense of superiority', 'Thinking oneself better than others', 'Personality flaw, often off-putting']"
conspire,"Secret planning together
Usually for wrongdoing
Multiple people involved
Hidden from others
Coordinated scheme or plot","['Secret planning together', 'Usually for wrongdoing', 'Multiple people involved', 'Hidden from others', 'Coordinated scheme or plot']"
contempt,"Looking down on someone
Believing another is beneath respect
Cold, dismissive attitude
Often shown by a sneer
Mix of disrespect and disgust","['Looking down on someone', 'Believing another is beneath respect', 'Cold, dismissive attitude', 'Often shown by a sneer', 'Mix of disrespect and disgust']"
courage,"Facing danger
Acting despite fear
In risky moments
Inner strength
Doing what is right","['Facing danger', 'Acting despite fear', 'In risky moments', 'Inner strength', 'Doing what is right']"
courageous,"Faces danger
Acts despite fear
In risky moments
Protects or stands firm
Moral or physical strength","['Faces danger', 'Acts despite fear', 'In risky moments', 'Protects or stands firm', 'Moral or physical strength']"
cowardice,"Shrinking from danger
Fear outweighs duty
Avoids necessary risk
Fails to act bravely
Moral weakness under threat","['Shrinking from danger', 'Fear outweighs duty', 'Avoids necessary risk', 'Fails to act bravely', 'Moral weakness under threat']"
crabby,"Easily annoyed
Short-tempered
Snaps at people
In a bad mood
Often from discomfort or tiredness","['Easily annoyed', 'Short-tempered', 'Snaps at people', 'In a bad mood', 'Often from discomfort or tiredness']"
crisis,"Critical turning point
Urgent danger
Requires immediate action
High stress, uncertainty
Can overwhelm normal coping","['Critical turning point', 'Urgent danger', 'Requires immediate action', 'High stress, uncertainty', 'Can overwhelm normal coping']"
criticize,"Point out faults
Express disapproval
Judge negatively
About actions or work
Spoken or written evaluation","['Point out faults', 'Express disapproval', 'Judge negatively', 'About actions or work', 'Spoken or written evaluation']"
cruel,"Intentionally causes suffering
Lacks compassion
Harsh toward the weak
Takes pleasure in pain
Emotionally cold treatment","['Intentionally causes suffering', 'Lacks compassion', 'Harsh toward the weak', 'Takes pleasure in pain', 'Emotionally cold treatment']"
curiosity,"Desire to know
Triggered by unknowns
Asks questions
Explores for answers
Mental interest in learning","['Desire to know', 'Triggered by unknowns', 'Asks questions', 'Explores for answers', 'Mental interest in learning']"
dedication,"Long-term commitment
Steady effort
Despite difficulty
To a goal
Loyal persistence","['Long-term commitment', 'Steady effort', 'Despite difficulty', 'To a goal', 'Loyal persistence']"
degeneration,"Gradual decline
Loss of healthy function
Worsening over time
Tissue or system breakdown
Aging, disease, or damage related","['Gradual decline', 'Loss of healthy function', 'Worsening over time', 'Tissue or system breakdown', 'Aging, disease, or damage related']"
delighted,"Very pleased
Face lights up
Smiling broadly
Reaction to wonderful news
Warm, buoyant feeling","['Very pleased', 'Face lights up', 'Smiling broadly', 'Reaction to wonderful news', 'Warm, buoyant feeling']"
deplorable,"Shockingly bad
Morally unacceptable
Deserving strong condemnation
Causing disgust or shame
Behavior or conditions, not minor flaws","['Shockingly bad', 'Morally unacceptable', 'Deserving strong condemnation', 'Causing disgust or shame', 'Behavior or conditions, not minor flaws']"
depravity,"Extreme moral corruption
Wicked behavior
Lack of conscience
Deeply unethical acts
Rotten character","['Extreme moral corruption', 'Wicked behavior', 'Lack of conscience', 'Deeply unethical acts', 'Rotten character']"
depressed,"Persistently low mood
Little interest in activities
Tired, heavy feeling
Hopeless about the future
Can disrupt sleep and appetite","['Persistently low mood', 'Little interest in activities', 'Tired, heavy feeling', 'Hopeless about the future', 'Can disrupt sleep and appetite']"
derogatory,"Expresses insult
Intended to belittle
Used about people or groups
Shows disrespect or contempt
Offensive wording or tone","['Expresses insult', 'Intended to belittle', 'Used about people or groups', 'Shows disrespect or contempt', 'Offensive wording or tone']"
despairing,"Feeling no hope
Expecting the worst
After crushing loss
Tearful, defeated mood
Believing nothing will improve","['Feeling no hope', 'Expecting the worst', 'After crushing loss', 'Tearful, defeated mood', 'Believing nothing will improve']"
desperate,"Feeling all options are gone
Urgent need for help or success
Willing to risk anything
Last-resort behavior
Panic mixed with hopelessness","['Feeling all options are gone', 'Urgent need for help or success', 'Willing to risk anything', 'Last-resort behavior', 'Panic mixed with hopelessness']"
despondent,"Feeling no hope
Deeply discouraged
After repeated failure
Low energy, slumped
Sees no improvement ahead","['Feeling no hope', 'Deeply discouraged', 'After repeated failure', 'Low energy, slumped', 'Sees no improvement ahead']"
detest,"Strong negative feeling
Toward a person, thing, or action
More intense than simple dislike
Want to avoid or reject it
Emotional reaction of deep aversion","['Strong negative feeling', 'Toward a person, thing, or action', 'More intense than simple dislike', 'Want to avoid or reject it', 'Emotional reaction of deep aversion']"
devotion,"Steadfast commitment
Deep loving loyalty
Given to a person, cause, or faith
Shown through consistent care and sacrifice
Enduring even when difficult","['Steadfast commitment', 'Deep loving loyalty', 'Given to a person, cause, or faith', 'Shown through consistent care and sacrifice', 'Enduring even when difficult']"
dignity,"Inherent human worth
Calm self-respect
Deserving honorable treatment
Maintained under hardship
Composed, upright bearing","['Inherent human worth', 'Calm self-respect', 'Deserving honorable treatment', 'Maintained under hardship', 'Composed, upright bearing']"
disadvantage,"Makes success harder
Unfavorable condition
Puts someone behind
Compared with others
Limits benefit or progress","['Makes success harder', 'Unfavorable condition', 'Puts someone behind', 'Compared with others', 'Limits benefit or progress']"
disappointed,"Expectation not met
After letdown
Mild sadness
Wishes unfulfilled
Downhearted, not shocked","['Expectation not met', 'After letdown', 'Mild sadness', 'Wishes unfulfilled', 'Downhearted, not shocked']"
disapproval,"Negative judgment
Against someone’s action
Shown by frown or scolding
Feeling something is wrong
Often expressed by criticism","['Negative judgment', 'Against someone’s action', 'Shown by frown or scolding', 'Feeling something is wrong', 'Often expressed by criticism']"
disastrous,"Causing great damage
Ending very badly
Full of severe problems
Brings ruin or failure
Worse than expected","['Causing great damage', 'Ending very badly', 'Full of severe problems', 'Brings ruin or failure', 'Worse than expected']"
disgruntled,"Irritated after disappointment
Complaining under breath
Unhappy with treatment
Resentful employee or customer
Sour, dissatisfied mood","['Irritated after disappointment', 'Complaining under breath', 'Unhappy with treatment', 'Resentful employee or customer', 'Sour, dissatisfied mood']"
disgusted,"Strong revulsion
Wrinkled nose
Wants distance
At something filthy
Moral offense or grossness","['Strong revulsion', 'Wrinkled nose', 'Wants distance', 'At something filthy', 'Moral offense or grossness']"
dislike,"Negative feeling
Mild aversion
Not enjoy
Toward person or thing
Less strong than hate","['Negative feeling', 'Mild aversion', 'Not enjoy', 'Toward person or thing', 'Less strong than hate']"
disloyalty,"Betraying trust
Turning against allies
Unfaithful to commitments
Supporting an opponent
Breaking allegiance","['Betraying trust', 'Turning against allies', 'Unfaithful to commitments', 'Supporting an opponent', 'Breaking allegiance']"
disobey,"Refuse an instruction
Against a command
Ignore authority
Break a rule
Do the forbidden thing","['Refuse an instruction', 'Against a command', 'Ignore authority', 'Break a rule', 'Do the forbidden thing']"
displeased,"Mildly unhappy
Because something was unsatisfactory
Frowning or tight expression
Shows disapproval
Less intense than angry","['Mildly unhappy', 'Because something was unsatisfactory', 'Frowning or tight expression', 'Shows disapproval', 'Less intense than angry']"
disposable,"Meant for one-time use
Thrown away after use
Not intended to last
Common for cups, razors, diapers
Cheap enough to replace easily","['Meant for one-time use', 'Thrown away after use', 'Not intended to last', 'Common for cups, razors, diapers', 'Cheap enough to replace easily']"
dodgy,"Untrustworthy
Possibly dishonest
Poor quality
Likely to fail
Makes you uneasy","['Untrustworthy', 'Possibly dishonest', 'Poor quality', 'Likely to fail', 'Makes you uneasy']"
dreaded,"Feared beforehand
Expected with anxiety
Filling someone with worry
Unpleasant and hard to face
Often about an upcoming event","['Feared beforehand', 'Expected with anxiety', 'Filling someone with worry', 'Unpleasant and hard to face', 'Often about an upcoming event']"
dull,"Not shiny
Lacking sharp edge
Little excitement
Hard to stay interested
Flat, muted feeling","['Not shiny', 'Lacking sharp edge', 'Little excitement', 'Hard to stay interested', 'Flat, muted feeling']"
ecstasy,"Overwhelming joy
Intense emotional high
Beyond ordinary happiness
Loss of self-awareness
Felt in peak spiritual or romantic moments","['Overwhelming joy', 'Intense emotional high', 'Beyond ordinary happiness', 'Loss of self-awareness', 'Felt in peak spiritual or romantic moments']"
educate,"Teach knowledge
Develop understanding
In school or training
Improves skills and thinking
Guided learning over time","['Teach knowledge', 'Develop understanding', 'In school or training', 'Improves skills and thinking', 'Guided learning over time']"
education,"Organized learning
Taught by others
Schools and universities
Builds knowledge and skills
Over many years","['Organized learning', 'Taught by others', 'Schools and universities', 'Builds knowledge and skills', 'Over many years']"
elated,"Extremely happy
After great news
Mood lifted high
Smiling, energetic
Sense of triumph","['Extremely happy', 'After great news', 'Mood lifted high', 'Smiling, energetic', 'Sense of triumph']"
embarrassed,"After a social mistake
Want to hide
Face turns red
Self-conscious around others
Awkward shame without serious guilt","['After a social mistake', 'Want to hide', 'Face turns red', 'Self-conscious around others', 'Awkward shame without serious guilt']"
enchantment,"Magical charm or spell
Causes delight and fascination
Feels dreamlike or otherworldly
Found in fairy tales or romances
Captivates the mind or senses","['Magical charm or spell', 'Causes delight and fascination', 'Feels dreamlike or otherworldly', 'Found in fairy tales or romances', 'Captivates the mind or senses']"
enjoyable,"Gives pleasure
Positive experience
Makes you want more
Fun to do
Leaves good feelings","['Gives pleasure', 'Positive experience', 'Makes you want more', 'Fun to do', 'Leaves good feelings']"
enthusiastic,"Eager
Strong interest
High energy
Excited participation
Positive, animated manner","['Eager', 'Strong interest', 'High energy', 'Excited participation', 'Positive, animated manner']"
envious,"Wanting what someone else has
Bitter at another’s advantage
Comparing yourself unfavorably
Resenting others’ success
Often feels insecure and covetous","['Wanting what someone else has', 'Bitter at another’s advantage', 'Comparing yourself unfavorably', 'Resenting others’ success', 'Often feels insecure and covetous']"
equality,"Same status
Equal treatment
No special privilege
Fair under rules
Rights shared equally","['Same status', 'Equal treatment', 'No special privilege', 'Fair under rules', 'Rights shared equally']"
equate,"Treat as equal
Judge two things the same
Compare and match value
Often followed by “with”
In logic, math, or discussion","['Treat as equal', 'Judge two things the same', 'Compare and match value', 'Often followed by “with”', 'In logic, math, or discussion']"
essential,"Absolutely necessary
Cannot be omitted
Needed for function
Core, not optional
Without it, fails","['Absolutely necessary', 'Cannot be omitted', 'Needed for function', 'Core, not optional', 'Without it, fails']"
eternity,"Endless duration
No beginning or end
Beyond measurable time
Forever, without stopping
Often tied to afterlife or divinity","['Endless duration', 'No beginning or end', 'Beyond measurable time', 'Forever, without stopping', 'Often tied to afterlife or divinity']"
euphoria,"Intense happiness
Overwhelming pleasure
Brief emotional high
After great success
Almost unreal feeling","['Intense happiness', 'Overwhelming pleasure', 'Brief emotional high', 'After great success', 'Almost unreal feeling']"
evil,"Intentionally harmful
Morally wrong
Cruel actions
Wicked character
Causes suffering","['Intentionally harmful', 'Morally wrong', 'Cruel actions', 'Wicked character', 'Causes suffering']"
exceptional,"Far above ordinary
Rarely matched
Unusually high quality
Noticeably better than others
Stands out from the rest","['Far above ordinary', 'Rarely matched', 'Unusually high quality', 'Noticeably better than others', 'Stands out from the rest']"
excitement,"High energy feeling
Before something wanted
Heart beats faster
Hard to stay still
Positive emotional arousal","['High energy feeling', 'Before something wanted', 'Heart beats faster', 'Hard to stay still', 'Positive emotional arousal']"
exhilarating,"Rush of energy
Heart pounding
Makes you feel intensely alive
Often from speed, danger, or adventure
Strong positive excitement","['Rush of energy', 'Heart pounding', 'Makes you feel intensely alive', 'Often from speed, danger, or adventure', 'Strong positive excitement']"
faithful,"Keeps promises
Steady through time
Loyal in relationships
Does not betray
Trusted to remain committed","['Keeps promises', 'Steady through time', 'Loyal in relationships', 'Does not betray', 'Trusted to remain committed']"
false,"Not true
Incorrect
Contrary to facts
Deceptive appearance
Fails reality test","['Not true', 'Incorrect', 'Contrary to facts', 'Deceptive appearance', 'Fails reality test']"
fearful,"Afraid
Expecting danger
Easily startled
Anxious expression
Wanting to avoid harm","['Afraid', 'Expecting danger', 'Easily startled', 'Anxious expression', 'Wanting to avoid harm']"
fond,"Warmly affectionate
Strong liking for someone or something
Often used in close relationships
Gentle, tender feeling
""Of"" often follows it","['Warmly affectionate', 'Strong liking for someone or something', 'Often used in close relationships', 'Gentle, tender feeling', '""Of"" often follows it']"
forgiveness,"Releasing resentment
After being wronged
Choosing not to seek revenge
Can restore trust
Emotional letting go","['Releasing resentment', 'After being wronged', 'Choosing not to seek revenge', 'Can restore trust', 'Emotional letting go']"
forlorn,"Sad and lonely
Hopeless expression
Abandoned or neglected
Looking desolate
After being left behind","['Sad and lonely', 'Hopeless expression', 'Abandoned or neglected', 'Looking desolate', 'After being left behind']"
frightened,"Feels danger
Wants to hide
Heart racing
Startles easily
Because of threat","['Feels danger', 'Wants to hide', 'Heart racing', 'Startles easily', 'Because of threat']"
frustrated,"Blocked from goal
Repeated effort fails
Tense, irritated feeling
Impatient with obstacles
Wants progress, can't make it","['Blocked from goal', 'Repeated effort fails', 'Tense, irritated feeling', 'Impatient with obstacles', ""Wants progress, can't make it""]"
fulfill,"Complete a duty
Carry out a promise
Meet a requirement
Bring about what was expected
Satisfy a need or desire","['Complete a duty', 'Carry out a promise', 'Meet a requirement', 'Bring about what was expected', 'Satisfy a need or desire']"
furious,"Extremely angry
Face flushed
Voice raised
After serious insult
Hard to calm down","['Extremely angry', 'Face flushed', 'Voice raised', 'After serious insult', 'Hard to calm down']"
glad,"Pleased
Positive feeling
About good news
Smiling
Not upset","['Pleased', 'Positive feeling', 'About good news', 'Smiling', 'Not upset']"
glee,"Sudden delight
Big smiling excitement
Happy burst
Often after success
Hard to hide on face","['Sudden delight', 'Big smiling excitement', 'Happy burst', 'Often after success', 'Hard to hide on face']"
glum,"Low spirits
Gloomy expression
Quiet disappointment
Downcast after bad news
Little cheer or energy","['Low spirits', 'Gloomy expression', 'Quiet disappointment', 'Downcast after bad news', 'Little cheer or energy']"
godless,"Without belief in any deity
Rejects religion
Lacking worship or prayer
Often describes a secular society
Viewed as irreverent or ungodly","['Without belief in any deity', 'Rejects religion', 'Lacking worship or prayer', 'Often describes a secular society', 'Viewed as irreverent or ungodly']"
greedy,"Wants more than needed
Hard to share
Desires money or possessions
Never satisfied
Takes extra for self","['Wants more than needed', 'Hard to share', 'Desires money or possessions', 'Never satisfied', 'Takes extra for self']"
grieving,"After a death
Deep personal sorrow
Crying or numb
During mourning rites
Processing loss","['After a death', 'Deep personal sorrow', 'Crying or numb', 'During mourning rites', 'Processing loss']"
grim,"Serious expression
Harsh outlook
Little hope
Bleak situation
Often about bad news","['Serious expression', 'Harsh outlook', 'Little hope', 'Bleak situation', 'Often about bad news']"
grouchy,"Irritated easily
Complains often
Snappy replies
Bad mood
Often from tiredness","['Irritated easily', 'Complains often', 'Snappy replies', 'Bad mood', 'Often from tiredness']"
grumpy,"Irritable mood
Complains easily
Frowns often
Snappish replies
Often after poor sleep","['Irritable mood', 'Complains easily', 'Frowns often', 'Snappish replies', 'Often after poor sleep']"
guilty,"Responsible for wrongdoing
After breaking a rule
Conscience feels heavy
Wants to hide confession
Also court verdict for crime","['Responsible for wrongdoing', 'After breaking a rule', 'Conscience feels heavy', 'Wants to hide confession', 'Also court verdict for crime']"
happy,"Feeling pleasure
Smiling expression
Good mood
After good news
Content with life","['Feeling pleasure', 'Smiling expression', 'Good mood', 'After good news', 'Content with life']"
harmful,"Causes damage
Bad for health
Leads to injury
Negative effects
Should be avoided","['Causes damage', 'Bad for health', 'Leads to injury', 'Negative effects', 'Should be avoided']"
harmony,"Pleasing togetherness
Sounds that fit
Parts in balance
No conflict between elements
Common in music and relationships","['Pleasing togetherness', 'Sounds that fit', 'Parts in balance', 'No conflict between elements', 'Common in music and relationships']"
hateful,"Full of intense dislike
Directed at a person or group
Meant to hurt or demean
Bitter, hostile attitude
Expressed in cruel words or actions","['Full of intense dislike', 'Directed at a person or group', 'Meant to hurt or demean', 'Bitter, hostile attitude', 'Expressed in cruel words or actions']"
heartache,"Emotional pain
Often after losing love
Heavy chest feeling
Lingering sorrow
Personal relationship hurt","['Emotional pain', 'Often after losing love', 'Heavy chest feeling', 'Lingering sorrow', 'Personal relationship hurt']"
heartless,"Lacking compassion
Unmoved by suffering
Cold toward others
Cruel in behavior
No sympathy shown","['Lacking compassion', 'Unmoved by suffering', 'Cold toward others', 'Cruel in behavior', 'No sympathy shown']"
homesick,"Away from where you live
Strong desire to return
Emotional pain
Common while traveling or relocated
Missing familiar people and places","['Away from where you live', 'Strong desire to return', 'Emotional pain', 'Common while traveling or relocated', 'Missing familiar people and places']"
hopeful,"Expecting good results
Positive about the future
Wanting something to happen
Not discouraged yet
Feeling possibility ahead","['Expecting good results', 'Positive about the future', 'Wanting something to happen', 'Not discouraged yet', 'Feeling possibility ahead']"
hopeless,"No chance of improvement
Expecting failure
Nothing to look forward to
After repeated disappointment
Feeling all effort is useless","['No chance of improvement', 'Expecting failure', 'Nothing to look forward to', 'After repeated disappointment', 'Feeling all effort is useless']"
hospitality,"Welcoming guests
Warm, generous treatment
Offered by hosts
Making visitors comfortable
In homes or hotels","['Welcoming guests', 'Warm, generous treatment', 'Offered by hosts', 'Making visitors comfortable', 'In homes or hotels']"
hostile,"Unfriendly attitude
Ready to oppose
Aggressive behavior
Threatening environment
Toward enemies or outsiders","['Unfriendly attitude', 'Ready to oppose', 'Aggressive behavior', 'Threatening environment', 'Toward enemies or outsiders']"
humiliation,"Public loss of dignity
Feeling small and exposed
Often caused by ridicule
Follows shameful treatment or failure
Intense social embarrassment","['Public loss of dignity', 'Feeling small and exposed', 'Often caused by ridicule', 'Follows shameful treatment or failure', 'Intense social embarrassment']"
humorous,"Makes people laugh
Amusing in tone
Often in jokes
Lighthearted, not serious
Found in comedy","['Makes people laugh', 'Amusing in tone', 'Often in jokes', 'Lighthearted, not serious', 'Found in comedy']"
hypocrisy,"Saying one standard, doing another
Condemns behavior, secretly practices it
Moral inconsistency
Often seen in politics or religion
“Do as I say, not as I do”","['Saying one standard, doing another', 'Condemns behavior, secretly practices it', 'Moral inconsistency', 'Often seen in politics or religion', '“Do as I say, not as I do”']"
impatient,"Hates waiting
Wants immediate results
Restless in delays
Easily irritated by slowness
Rushes others or events","['Hates waiting', 'Wants immediate results', 'Restless in delays', 'Easily irritated by slowness', 'Rushes others or events']"
impossibility,"Cannot happen
No possible way
Beyond achievement
Contradicts reality
Not feasible under any conditions","['Cannot happen', 'No possible way', 'Beyond achievement', 'Contradicts reality', 'Not feasible under any conditions']"
inappropriate,"Not suitable
Wrong for the situation
Breaks social norms
Offensive or improper
Bad timing or place","['Not suitable', 'Wrong for the situation', 'Breaks social norms', 'Offensive or improper', 'Bad timing or place']"
incest,"Sexual relations
Within a family
Close blood relatives
Usually taboo
Often illegal","['Sexual relations', 'Within a family', 'Close blood relatives', 'Usually taboo', 'Often illegal']"
incredible,"Hard to believe
Far beyond ordinary
Causes amazement
Extremely impressive
Better than expected","['Hard to believe', 'Far beyond ordinary', 'Causes amazement', 'Extremely impressive', 'Better than expected']"
indecision,"Unable to choose
Between options
Hesitates repeatedly
Delays acting
Uncertain what to do","['Unable to choose', 'Between options', 'Hesitates repeatedly', 'Delays acting', 'Uncertain what to do']"
