word,response,properties
aspect,,"['w1', 'w2', 'w3', 'w4"" etc. Keep consistent formatting. Ensure no synonyms. Eg. aspect might evoke ""window""', '""angle""', '""view""', '""dimension"". But we should avoid synonyms of aspect; angle or view may be synonyms? Aspect means viewpoint or side; but angle and view could be somewhat semantic synonyms. But maybe it\'s okay? We need to avoid synonyms but not exactly synonyms. \'Aspect\' synonyms: facet', 'side', 'feature; angle', 'viewpoint are close synonyms. But likely we can use creative associations: ""sunrise""', '""spectrum""', '""layer""', '""masking"" etc. Let\'s think spontaneously: The word \'aspect\' conjures images like ""window"" (an aspect might be a window of a house?)', '""painting""', '""camera lens"" (two aspects?)', '""cerebral architecture""? The user says ""Avoid using synonyms."" So we should not use synonyms like ""facet', '"" ""side', '"" ""feature."" We can instead think of a property like ""natural light"" reflects aspects. But maybe we can find associations like ""brochure"" (aspect as a page view)', '""mirror reflecting reflection angle', '"" ""sunrise reflection on glass', '"" ""multiple dimensions."" Let\'s be more random: ""Hollywood camera roll', '"" ""film frame', '"" ""glass pane', '"" ""part of a building', '"" etc.']"
assassination,,"['like assassinations are often secret', 'political', 'targeted. Avoid synonyms like execution. Let\'s think: ""secretive motive', 'political intrigue', 'sudden death', 'dark deed."" Must be four. Must output only the word label and the properties. Format example: word: sympathy properties: hug', 'friends', 'joy', 'sun. So produce:']"
assumption,,"['property1', 'property2', 'property3', 'property4']"
astonishment,,"[""... Four items separated by commas. Let's produce high-quality imaginative associations: surprise"", 'disbelief', 'awe', 'shock. But avoid synonyms. So ""surprise"" is close to synonym but may still be considered. Let\'s think of more unique associations like ""roller coaster""', '""unexpected plot twist""', '""first sunrise""', '""rocket launch"". But each property can be a single word or short phrase? The example had single word: hug', 'friends', 'joy', 'sun. So we can produce single words or short phrases. Let\'s not use synonyms. Astonishment is same as shock or surprise. So we should avoid words like ""surprise"" maybe considered a close synonym. But the instructions: avoid using synonyms. So we must avoid synonyms. Let\'s list: ""stargazing"" shows astonishment? ""unicorn"" hmm. Let\'s produce: ""tightrope walk""', '""newborn cry""', '""alien spaceship""', '""rainbow"". Are these synonyms? No. Good.']"
attack,,"['surprise', 'battlefield', 'safety systems', 'pizza. Avoid synonyms like strike. ""attack"" -> ""bombing""', '""smack""', '""attack"" synonyms: assault', 'onslaught', 'etc. Avoid those. So for properties maybe: ""gunfire""', '""liquid"" hmm.']"
attention,,"['hug', 'friends', 'joy', 'sun""']"
attraction,,"['""gravity""', '""theme park""', '""love interest""', '""perky clothing"" etc. They said avoid using synonyms of the word. ""Love interest"" is a possible association. But not synonyms for attraction. ""Gravity"" is unrelated.']"
beauty,,"['sunrise', 'music', 'kindness', 'architecture?']"
being,,"['morning', 'horizon', 'heartbeat', 'silhouette']"
betrayal,,"['e.g. betrayal: trust', 'wound', 'double-cross', 'broken oath? Avoid synonyms: So we should think non synonym: ""knife in back""', '""secret cage""', '""heart ripped""', '""conspiracy"". But need four. Ensure not synonyms. Avoid \'betray\' synonyms. Use words like ""double-cross""', '""disloyalty"" is synonym? maybe ok but safer to use \'double-cross\'', ""'backstab'"", ""'treachery' synonyms? But maybe acceptable? The instruction is avoid synonyms. So we cannot use 'betrayal' synonyms like 'deceit'"", '\'treason\'. Instead use triggers like ""knife in the back""', '""broken window""', '""murmur""', '""lost trust"". Let\'s create set: betrayal: backstab', 'shattered trust', 'hidden agendas', 'betrayal party? Maybe', '""Regain trust"" is verb. ""flashback"". Let\'s think distinct.']"
blackmail,,"['then four unique associations. Avoid synonyms. So mention something like oppression', 'leverage', 'threat', 'hidden scandal. But avoid synonyms for blackmail? synonyms maybe ""extortion""', '""coercion"". Should avoid. Use associations. E.g.', '""shadows""', '""secret""', '""leaks""', '""deal"". Good. Let\'s create four distinct: ""secret""', '""dark deal""', '""power play""', '""the envelope"". We\'ll format exactly like example. Provide word then properties list separated by commas. Ensure four properties. Let\'s craft: word: blackmail; properties: secret', 'envelope', 'negotiation', 'fear. But ""fear"" maybe different. Provide unique. Maybe ""silence""', '""handshake in darkness"". Let\'s do: secret', 'envelope', 'power play', 'silence. Is silence an association? yes. So final.assistantfinalword: blackmail']"
boredom,,"['hug', 'friends', 'joy', 'sun. So :']"
boycott,,"['... list 4 items. So think. Boycott: protest', 'retail', 'consumer pressure', 'activism', ""consumer boycott. But synonyms avoided: avoid 'protest' maybe synonyms. But it's okay? The user said avoid synonyms. Should think of associations. For 'boycott'"", ""I can mention 'shopping'"", ""'price hike'"", ""'social media push'"", ""'community"", ""rebellion'? Let's think.""]"
bravery,,"['e.g.', 'obstacle', 'rescue', 'mirror', 'courage (though synonyms?)', ""caution. Should avoid synonyms; maybe 'heroic rescue'"", ""'standing up'"", ""'storm'"", ""'iron heart'? Should be distinct. Let's think: 'bravery' -> actions or elements: 'firefighters rushing into flames'"", ""'protecting a child'"", ""'speaking truth in council'"", ""'storming a castle'"", ""'having a stern gaze'"", ""'fearless at the frontline'.""]"
career,,"['something', 'something', 'something', 'something']"
carefulness,,"['... each separated by comma', '4 properties.']"
catastrophe,,"['<property1>', '<property2>', '<property3>', '<property4>']"
caution,,"['hug', 'friends', 'joy', 'sun. So \'word: caution\' then properties: maybe items like ""safety belt""', '""warning sign""', '""slow down""', '""risk assessment"". They want unique associations/situations/properties that come spontaneously. So output:']"
challenge,,"['..."" with four items separated by commas. No synonyms. Should be spontaneous unique associations. For \'challenge\' many could be like \'mountain\'', ""'algorithm'"", ""'obstacle'"", ""'growth'"", ""'competition'"", ""'problem solving'"", ""'competition'"", ""'risk'"", ""'test'"", ""'opportunity'. But we cannot use synonyms. We could use words more like 'climb'"", ""'maze'"", ""'speed test'"", ""'exercise'. Probably pick four distinct properties: e.g."", ""'mountain'"", ""'coding contest'"", ""'arena'"", ""'exam'. But avoid synonyms. Eh.""]"
chaos,,"['list of four items. They should be associations or situations or properties that come to mind spontaneously. Should avoid synonyms. For example: traffic jam', 'snowstorm', 'crowded festival', ""broken clock. But 'chaos' is about disorder. Let's think spontaneously. Maybe: fireworks display"", 'crowded airport', 'black hole', ""battle. Avoid synonyms: 'mess'"", ""'turmoil'"", ""etc. Instead use ideas. Suggest: 'pulsating neon lights during a rave'"", ""'a thunderstorm over a calm lake'"", ""'an actor performing improv'"", ""'toxic waste spilled by train'. Something like that. Let's provide four properties. Could be: storm"", 'debate', 'broken printer', 'mismatched phone.']"
character,,"['hug', 'friends', 'joy', 'sun""']"
charm,,"['hug', 'friends', 'joy', 'sun. They want same style: ""word: charm"" properties: something like bat', 'stage', 'applause', 'mystery? But avoid synonyms like ""attractiveness"". Associations could be: ""spell', 'costume', 'charm bracelet', 'charm school"". But synonyms? ""Spell"" can be a fairy tale charm. ""Charmer"" could be a charismatic person. We want not synonyms. The user wants 4 unique associations that come spontaneously. Must avoid synonyms. For ""charm"" synonyms are attractiveness', 'appeal', 'charisma', 'allure', 'enchanting. Should avoid those. So we must choose something else.']"
comfort,,"['... For comfort', 'need four unique associations', 'spontaneously', 'not synonyms. Must be random. Example: word: sympathy', 'properties: hug', 'friends', 'joy', 'sun']"
commitment,,"['hug', 'friends', 'joy', 'sun"". So for \'commitment\' we produce something like ""word: commitment\\nproperties: vows', 'partnership', 'dedication', 'responsibility"". But avoid synonyms. ""dedication"" is close synonym but maybe still okay? They said avoid using synonyms of the word. Commitment synonyms: pledge', 'vow', 'obligation', 'devotion', 'loyalty', 'devotion. Dedication could be considered synonym. Better pick things that are associated but not synonyms: marriage', 'contracts', 'programs', 'schedules. But we must capture ""spontaneously"" associations maybe: ""relationship', 'business deal', 'personal growth', 'perseverance"". Avoid synonyms. Let\'s produce: word: commitment; properties: marriage', 'contract', 'promise', 'growth. But ""promise"" maybe more synonym. Let\'s think of properties: ""milestone', 'saved money', 'long-term goal', 'accountability"". Which are spontaneously associated? People think of ""commitment"" as ""marriage""', '""relationship""', '""training""', '""investment"". Maybe: ""legal contract', 'dedication', 'sacrifice', 'future"". Oops ""dedication"" is close. ""sacrifice"" might be too close. The requirement: not synonyms. So avoid words that mean same as commitment. So ""promise"" is a synonym? Sure. ""pledge"" synonyms. ""vow"" synonyms. ""commitment"" includes obligation. ""commit"" includes ""vow"". So better avoid those. We can use contexts: ""long road ahead""', '""commitment to a cause"".']"
comparison,,"['associations/situations/properties spontaneously', 'not synonyms. Example: word: sympathy properties: hug', 'friends', 'joy', 'sun.']"
compassion,,['... four items.']
competence,,"['four unique associations/spontaneous', 'without synonyms. So think of what competence evokes: certifications', 'apprenticeship', 'proficiency', 'skill', 'experience', 'knowledge', 'ability', 'trained', 'professional. Avoid ""skills"" as synonym. But we can use e.g. ""acquired knowledge""', '""practice""', '""testing""', '""competitors"".']"
compromise,,"['property1', 'property2', 'property3', 'property4']"
compulsion,,"['we need to pick four associations', 'as spontaneously as possible', ""not synonyms. For 'compulsion' some might be: urge"", 'ritual', 'hypnosis', 'addiction', '""can\'t resist""', '""paranoia""', '""breakdown""', 'etc. But we need four unique associations. They can be objects', 'scenarios', 'feelings', 'etc. They should come spontaneously', 'not synonyms. Eg: ""eyelids movement""', '""ritual""', '""hypnosis""', '""midnight run""? Let\'s choose: ""autonomous foot tapping""', '""sweaty hand rubbing""', '""quiet meditation""', '""shopping spree"" but that\'s synonyms. Avoid synonyms. Just produce four associations: ""autopilot""', '""ritualistic dance""', '""uncontrollable sneeze""', '""clock?"".']"
confession,,"['"" followed by four items. The example: ""word: sympathy properties: hug', 'friends', 'joy', 'sun"" uses a single line? They used ""word: sympathy"" then ""properties: hug', 'friends', 'joy', 'sun"" but it\'s in the same message. They don\'t want synonyms. So we need to generate four associations/situations/properties for ""confession"". Avoid synonyms like admission', 'admission of guilt', 'etc. We can think of confession as e.g.', 'secrets disclosed', 'confession booth', 'spirituality', 'secrets to a friend', 'confession of love', 'confession of crime', 'confession in legal context. Four unique things: religious ritual', 'therapy', 'night before crime', 'catharsis', 'secret love', 'etc.']"
conflict,,"['hug', 'friends', 'joy', 'sun""']"
consideration,,"['property1', 'property2', 'property3', 'property4. Use comma separated list. No extra spaces? According to example: ""word: sympathy\\nproperties: hug', 'friends', 'joy', 'sun"". So we should follow format: word: consideration\\nproperties: X', 'Y', 'Z', 'W. Good.']"
consolation,,"['... but they want the same format as example: ""word: sympathy\\nproperties: hug', 'friends', 'joy', 'sun"". So produce ""word: consolation"" and ""properties: ..."" with four items separated by commas. Unique associations', 'not synonyms. Could be things that come to mind: coffee', 'rainy days', 'lullabies', 'church. But need unique', 'spontaneously. Let\'s think of four that are plausible: ""rainy day""', '""blanket""', '""candlelight""', '""remembering past."" But re-check for possibly too similar. Let\'s craft list: ""warm blanket""', '""soft music""', '""writing letters""', '""cooking soup."" Avoid synonyms. So final: word: consolation\\nproperties: warm blanket', 'soft music', 'handwritten letters', ""fragrant soup. Let's ensure each separated by comma. Provide exactly that format.assistantfinalword: consolation""]"
contempt,,"['hug', 'friends', 'joy', 'sun"". In one line? They use word: sympathy on first line', 'properties: after newline? Provided example:']"
convention,,"['some associations', 'appropriate. Avoid synonyms. So instead of synonyms of convention like meeting', 'conference. But we can say addresses ceremony like ""rhetoric""', '""received"". But maybe associations: ""drafting laws""', '""church wedding""', '""formality""', '""public sphere""', '""culture"". Avoid synonyms of convention. So maybe think spontaneously: ""custom""', '""rules""', '""political""', '""norm"". But have to avoid synonyms? How to avoid synonyms? ""Convention"" synonyms: meeting', 'conference', 'assembly', 'gathering', 'congress', 'convention', '... They said avoid synonyms. So better to think about associations: e.g.', '""red carpet""', '""outfits""', '""national""', '""large hall"" etc. I think synonyms mapping: e.g.', '""march"". But we should be careful. Let\'s think of four distinct associations: ""political action""', '""fashion""', '""science""', '""Hollywood"" maybe. But the prompt wants spontaneously. So I\'ll produce nice output. Also only output that format. No extra commentary. Should include: word: convention. properties: ... 4 items.']"
cooperation,,"['hug', 'friends', 'joy', 'sun""']"
courage,,"['spontaneously', 'no synonyms. So think of associations with courage: e.g.', 'marathon', 'firefighter', 'protest', 'front lines', 'risk', 'bravery. Must not be synonyms; avoid synonyms like bold', ""fearless. That's okay. So produce: word: courage properties: marathon"", 'firefighter', 'protest', 'front-lines. But maybe better: ""first act"" or ""battle cry""? Keep at four. Ensure unique. Should not be synonyms. Use words: marathon', 'firefighter', 'protest', 'frontlines. That is fine. Print in format.assistantfinalword: courage']"
creativity,,"['...', '...', '...', '...']"
crime,,"['hug', 'friends', 'joy', 'sun""']"
criticism,,"['hug', 'friends', 'joy', 'sun"". So output:']"
cruelty,,"['..."" with four items.']"
culture,,"['hug', 'friends', 'joy', 'sun']"
curiosity,,"[""... Should be four. Provide example formatting. Let's choose associations: detective"", 'microscope', 'question', 'adventure. Avoid synonyms. This is fine.assistantfinalword: curiosity']"
custom,,"['hug', 'friends', 'joy', ""sun. They didn't mention synonyms of sympathy. So we need unique associations"", 'spontaneously', 'not synonyms. So custom can bring to mind: ""medal""? Let\'s think.']"
danger,,"[""etc. Ok. Let's produce.assistantfinalword: danger""]"
death,,"['funeral', 'casket', 'silence', 'cemetery']"
decision,,['something something']
demand,,"['hug', 'friends', 'joy', 'sun']"
desire,,['[some associations]']
desperation,,['<four items>']
destruction,,"['hug', 'friends', 'joy', 'sun""']"
detection,,"['plus four items separated by commas. Should have only the word and properties', ""no additional text. The associations can't be synonyms. So we think: detection: maybe security camera"", 'crime scene', 'medical test', 'sensor reading', 'GPS', 'detection of disease', 'detection of odors', 'detection of bugs', 'detection of cracks. Choose four unique. Ex: camera', 'accident', 'cancer. But synonyms like ""identification"" not allowed. Let\'s think: ""alarm""', '""forensics""', '""eye""', '""glint""', '""screen""', '""stimulus"".']"
dictatorship,,"['x', 'y', 'z', 'w.']"
difference,,"['diversity', 'comparison', 'gap', 'distinction.']"
difficulty,,"[""... So provide main word 'difficulty'"", 'then properties: something 4 items. For example: exam', 'uphill', 'obstacle', 'frustration. But avoid synonyms', ""so can't use 'hardship'"", ""'challenge' maybe synonyms? challenge is similar but not exactly synonyms? Possibly better to use distinct things: math problem"", 'traffic jam', 'puzzle', ""steep hill. Let's choose: labyrinth"", 'traffic jam', 'migraine', 'negotiation. They should be associated spontaneously; okay.']"
dignity,,"['courtroom', 'sunrise', 'military salute', 'speed limit sign? Wait', 'we need to think spontaneously: dignity... associations could be: black tie event', 'graceful elderly', 'handshakes in job interviews', 'a person sitting in a wheelchair but standing tall', 'a monarch', 'a police officer holding the line', 'patient in hospital bed', ""portrait of a statue. Let's keep four.""]"
diligence,,"['A', 'B', 'C', 'D. Avoid synonyms. So think of associations: perseverance', 'study', 'research', 'paper', 'clock', 'days', 'coffee', ""etc. Must be unique. Let's do: word: diligence properties: study"", 'research', 'coffee', ""clock. But avoid synonyms: don't use studious"", 'persistent. Use items that suggest diligence. ""study""', '""research""', '""coffee""', '""clock"" are fine. Or maybe ""early mornings""', '""late nights""', '""papers""', '""deadlines"". I\'ll pick: study', 'research', 'coffee', ""clock. Let's produce output.assistantfinalword: diligence""]"
disadvantage,,"['hug', 'friends', 'joy', 'sun""']"
disappointment,,"['... list separated by commas. Let\'s produce sentence: ""unlaughed joke""', '""deflated balloon""', '""booing crowd""', '""unearned diploma"". Ok.']"
discovery,,"['first human-spaceflight', 'hidden speleothem', 'novel disease pathway', 'clandestine boulevard.']"
disgust,,"['rotten soup', 'sticky soap', 'moldy bread', 'frog leg']"
dismay,,"['stale cup', 'missed train', 'forgotten keys', 'ruined picture']"
dispute,,"['courtroom', 'protest chant', 'budget meeting', 'neighborhood feud']"
distance,,"['GPS navigation', 'marathon', 'long‑haul flight', 'horizon']"
distraction,,"['<prop1>', '<prop2>', '<prop3>', '<prop4>. All on same line? Example shows line: ""word: sympathy properties: hug']"
diversity,,"['multiculturalism', 'individual talents', 'ecosystem resilience', 'collaborative innovation']"
doubt,,"['hesitation', 'uncertainty', 'second‑guessing', 'internal dialogue']"
downfall,,"['medieval castle crumbling', 'steep cliff collapse', 'skateboarder missing wall', 'sudden fall of a paper airplane']"
dream,,"['sleep', 'night', 'painting', 'wander']"
duty,,"['on‑call', 'museum guard', 'mother', 'court appearance']"
eagerness,,"['sunrise', 'first sip coffee', 'mountain climb', 'bright future']"
effort,,"['marathon', 'study', 'climbing', 'teamwork']"
elegance,,"['velvet drape', 'moonlit ballroom', 'silver brocade', 'quiet library']"
emotion,,"['sunset', 'coffee', 'snowflakes', 'laughter']"
enchantment,,"['forest', 'moonlight', 'silver', 'song']"
enthusiasm,,"['pep rally', 'brainstorm session', 'first sunrise', 'dance flash mob']"
envy,,"['trophy', 'Instagram feed', 'quiet bitterness', 'driving force']"
error,,"['crash', 'debug', 'log', 'alert']"
event,,"['concert', 'protest', 'launch', 'surprise']"
excitement,,"['fireworks', 'rollercoaster', 'surprise party', 'bright neon lights']"
expectation,,"['deadline', 'test score', 'surprise party', 'graduation']"
experience,,"['travel', 'lesson', 'memory', 'adventure']"
explanation,,"['lightbulb', 'question', 'pause', 'TED talk']"
exploitation,,"['child labor', 'data mining', 'resource extraction', 'price gouging']"
faithfulness,,"['dog that never leaves the owner', 'clock that rings exactly at 8\u202fa.m. every day', 'morning coffee ritual', 'photo album of countless shared holidays']"
fantasy,,"['dragon', 'enchanted forest', 'wizard', 'spellbound']"
fate,,"['whirlwind', 'spool', 'quiet choice', 'recorded memory']"
fear,,"['midnight', 'shadow', 'silent hallway', 'unknown pathway']"
fight,,"['boxing ring', 'heated argument', 'adrenaline surge', 'torn flag']"
fitness,,"['gym', 'cardio', 'nutrition', 'personal trainer']"
flexibility,,"['gymnastics', 'improv comedy', 'canyon swing', 'yoga']"
force,,"['push', 'gravity', 'army', 'engine']"
forgiveness,,"['healing', 'release', 'peace', 'second chance']"
freedom,,"['mountain trail', 'whistle', 'library', 'airplane']"
fright,,"['creaking door in an empty hallway', 'sudden flicker of lights in a dark house', 'thudding heartbeat', 'unexpected voice on a quiet street']"
frustration,,"['stuck train', 'error log', 'blank screen', 'burnt coffee']"
fun,,"['party', 'games', 'laughter', 'adventure']"
fury,,"['storm', 'bucking horse', 'wildfire', 'lightning']"
future,,"['rockets', 'virtual reality', 'renewable energy', 'remote learning']"
genius,,"['lightning strike', 'alchemy', 'hackathon', 'nebula']"
glory,,"['battle cry', 'gold medallion', 'sunrise', 'crowd roar']"
grace,,"['wedding veil', 'hummingbird hover', 'soft breeze through thin curtains', 'sip of jasmine tea']"
gratitude,,"['handwritten thank‑you card', 'community garden', 'grandma’s recipe', 'quiet morning coffee ☕️']"
greed,,"['gold', 'black market', 'corporate takeover', 'empty stomach']"
guess,,"['poker', 'dice', 'crossword', 'blindfold']"
habit,,"['coffee mug', 'nail biting', 'tying shoes', 'checking reflection']"
happiness,,"['laughter', 'dancing', 'sunshine', 'shared meals']"
hate,,"['fire', 'storm', 'blackness', 'venom']"
help,,"['volunteer', 'hotline', 'first-aid kit', 'mentor']"
hint,,"['whisper', 'lantern', 'peanut butter', 'spilled ink']"
home,,"['family', 'kitchen', 'backyard', 'cozy']"
honor,,"['naval salute', 'academic scholarship', 'courtroom testimony', 'etched emblem on a medal']"
hope,,"['sunrise', 'support', 'resilience', 'new spring']"
horror,,"['abandoned asylum', 'blood', 'darkness', 'scream']"
humor,,"['stage lights', 'prank on coworker', 'laugh track in sitcom', 'cat video']"
hunger,,"['midnight snack', 'food truck line', 'empty pantry', 'craving for knowledge']"
hurry,,"['deadline', 'traffic', 'alarm clock', 'train platform']"
idea,,"['lightbulb', 'sketch', 'prototype', 'pitch']"
ideal,,"['utopia', 'dream partner', 'model']"
illusion,,"['stage trick', 'mind-bending art', 'holographic display', 'mirror maze']"
impression,,"['first meeting', 'brush stroke', 'camera shutter', 'brand logo']"
incentive,,"['commission', 'stock options', 'employee recognition', 'flexible scheduling']"
independence,,"['first apartment', 'solo backpacking', 'own business', 'late-night study']"
indifference,,"['blank stare', 'unused seat', 'silence between waves', 'untouched coffee mug']"
influence,,"['TED Talk', 'viral meme', 'court ruling', 'political campaign']"
insanity,,"['clown juggling knives', 'broken stopwatch', 'carnival lights flickering on a rainy night', 'labyrinth hall with no exit']"
insight,,"['flashlight', 'detective', 'mind map', 'data chart']"
insult,,"['political scathing tweet', 'schoolyard mocking', 'online troll comment', 'family tease']"
insurrection,,"['mass rally outside a courthouse', 'waving of a local flag', 'police baton crowd control', 'social media hashtag trending']"
intention,,"['sunrise', 'reflection', 'decision', 'calm']"
interest,,"['bank', 'loan', 'rate', 'hobby']"
invention,,"['lightbulb', 'idea', 'prototype', 'entrepreneur']"
jealousy,,"['suspicion', 'possessiveness', 'rivalry', 'insecurity']"
joy,,"['dance', 'fireworks', 'laughter', 'summer picnic']"
judgement,,"['courtroom', 'gavel', 'bias', 'red tape']"
justice,,"['courtroom', 'balance scale', 'exoneration', 'vigilantism']"
justification,,"['court', 'budget', 'reasoning', 'storytelling']"
kindness,,"['hug', 'volunteer', 'listening', 'warmth']"
knowledge,,"['textbooks', 'whiteboard', 'microscope', 'lecture hall']"
love,,"['candle', 'sunrise', 'music', 'puppy']"
luck,,"['lottery ticket', 'black cat crossing path', 'four-leaf clover', 'spinning coin on a table']"
lust,,"['red neon', 'silky', 'midnight', 'pulse']"
luxury,,"['spa', 'yacht', 'private jet', 'caviar']"
magic,,"['stage lights', 'rabbit', 'neon signs', 'carnival']"
manipulation,,"['puppet strings', 'poker bluff', 'product placement', 'cookie trail']"
manners,,"['handshake', 'family dinners', 'respectful bow', 'social settings']"
matter,,"['atoms', 'gravity', 'plastic', 'climate change']"
