word,response,properties
forgiveness,"word: forgiveness
properties: burden lifted, apology, time, bridge","['burden lifted', 'apology', 'time', 'bridge']"
freedom,"word: freedom
properties: chains, voting, open sky, choice","['chains', 'voting', 'open sky', 'choice']"
fright,"word: fright
properties: scream, darkness, heart racing, escape","['scream', 'darkness', 'heart racing', 'escape']"
frustration,"word: frustration
properties: traffic jam, clenched fists, unfinished puzzle, failed attempt","['traffic jam', 'clenched fists', 'unfinished puzzle', 'failed attempt']"
fun,"word: fun
properties: laughter, games, carefree, adventure","['laughter', 'games', 'carefree', 'adventure']"
fury,"word: fury
properties: storm, clenched fists, red face, destruction","['storm', 'clenched fists', 'red face', 'destruction']"
future,"word: future
properties: uncertainty, planning, technology, hope","['uncertainty', 'planning', 'technology', 'hope']"
genius,"word: genius
properties: Einstein, breakthrough, struggle, isolation","['Einstein', 'breakthrough', 'struggle', 'isolation']"
glory,"word: glory
properties: battlefield, statue, faded, applause","['battlefield', 'statue', 'faded', 'applause']"
grace,"word: grace
properties: ballet, forgiveness, elegance, prayer","['ballet', 'forgiveness', 'elegance', 'prayer']"
gratitude,"word: gratitude
properties: thank you note, full heart, debt repaid, morning coffee","['thank you note', 'full heart', 'debt repaid', 'morning coffee']"
greed,"word: greed
properties: gold, hoarding, bankruptcy, empty","['gold', 'hoarding', 'bankruptcy', 'empty']"
guess,"word: guess
properties: wrong answer, uncertainty, intuition, game show","['wrong answer', 'uncertainty', 'intuition', 'game show']"
habit,"word: habit
properties: toothbrush, repetition, breaking, addiction","['toothbrush', 'repetition', 'breaking', 'addiction']"
happiness,"word: happiness
properties: laughter, achievement, connection, warmth","['laughter', 'achievement', 'connection', 'warmth']"
hate,"word: hate
properties: poison, clenched fists, mirror, burn","['poison', 'clenched fists', 'mirror', 'burn']"
help,"word: help
properties: drowning, reaching, gratitude, burden","['drowning', 'reaching', 'gratitude', 'burden']"
hint,"word: hint
properties: detective, whisper, puzzle, nudge","['detective', 'whisper', 'puzzle', 'nudge']"
home,"word: home
properties: keys, laughter, familiar smell, safety","['keys', 'laughter', 'familiar smell', 'safety']"
honor,"word: honor
properties: medal, promise, battlefield, family name","['medal', 'promise', 'battlefield', 'family name']"
hope,"word: hope
properties: sunrise, waiting, fragile, tomorrow","['sunrise', 'waiting', 'fragile', 'tomorrow']"
horror,"word: horror
properties: scream, darkness, helpless, chase","['scream', 'darkness', 'helpless', 'chase']"
humor,"word: humor
properties: laughter, relief, timing, absurdity","['laughter', 'relief', 'timing', 'absurdity']"
hunger,"word: hunger
properties: stomach, emptiness, wolf, survival","['stomach', 'emptiness', 'wolf', 'survival']"
hurry,"word: hurry
properties: late, rushing, breathless, clock","['late', 'rushing', 'breathless', 'clock']"
idea,"word: idea
properties: lightbulb, brainstorm, notebook, eureka","['lightbulb', 'brainstorm', 'notebook', 'eureka']"
ideal,"word: ideal
properties: perfection, unattainable, blueprint, compromise","['perfection', 'unattainable', 'blueprint', 'compromise']"
illusion,"word: illusion
properties: magic trick, mirror, doubt, disappear","['magic trick', 'mirror', 'doubt', 'disappear']"
impression,"word: impression
properties: first meeting, fingerprint, dent, theater","['first meeting', 'fingerprint', 'dent', 'theater']"
incentive,"word: incentive
properties: bonus, motivation, sales, reward","['bonus', 'motivation', 'sales', 'reward']"
independence,"word: independence
properties: breaking chains, teenager moving out, voting booth, solo travel","['breaking chains', 'teenager moving out', 'voting booth', 'solo travel']"
indifference,"word: indifference
properties: shrug, crowded subway, wilted plant, blank stare","['shrug', 'crowded subway', 'wilted plant', 'blank stare']"
influence,"word: influence
properties: ripples, celebrity, manipulation, classroom","['ripples', 'celebrity', 'manipulation', 'classroom']"
insanity,"word: insanity
properties: asylum, repetition, screaming, chaos","['asylum', 'repetition', 'screaming', 'chaos']"
insight,"word: insight
properties: lightbulb, breakthrough, puzzle, clarity","['lightbulb', 'breakthrough', 'puzzle', 'clarity']"
insult,"word: insult
properties: anger, reputation, comeback, sting","['anger', 'reputation', 'comeback', 'sting']"
insurrection,"word: insurrection
properties: storming, rebellion, violence, government","['storming', 'rebellion', 'violence', 'government']"
intention,"word: intention
properties: arrow, contract, hidden, consequence","['arrow', 'contract', 'hidden', 'consequence']"
interest,"word: interest
properties: compound, hooked, brow furrow, rate","['compound', 'hooked', 'brow furrow', 'rate']"
invention,"word: invention
properties: light bulb, patent, failure, workshop","['light bulb', 'patent', 'failure', 'workshop']"
jealousy,"word: jealousy
properties: mirror, betrayal, comparison, sting","['mirror', 'betrayal', 'comparison', 'sting']"
joy,"word: joy
properties: laughter, celebration, light, connection","['laughter', 'celebration', 'light', 'connection']"
judgement,"word: judgement
properties: courtroom, bias, consequences, silence","['courtroom', 'bias', 'consequences', 'silence']"
justice,"word: justice
properties: scales, courtroom, wrongdoing, equality","['scales', 'courtroom', 'wrongdoing', 'equality']"
justification,"word: justification
properties: court, excuse, margin, doubt","['court', 'excuse', 'margin', 'doubt']"
kindness,"word: kindness
properties: volunteer, patience, stranger, smile","['volunteer', 'patience', 'stranger', 'smile']"
knowledge,"word: knowledge
properties: books, questions, power, discovery","['books', 'questions', 'power', 'discovery']"
love,"word: love
properties: sacrifice, vulnerability, home, choice","['sacrifice', 'vulnerability', 'home', 'choice']"
luck,"word: luck
properties: dice, horseshoe, timing, lottery","['dice', 'horseshoe', 'timing', 'lottery']"
lust,"word: lust
properties: forbidden, heat, consequence, obsession","['forbidden', 'heat', 'consequence', 'obsession']"
luxury,"word: luxury
properties: silk, yacht, expense, exclusivity","['silk', 'yacht', 'expense', 'exclusivity']"
magic,"word: magic
properties: wand, disappear, wonder, trick","['wand', 'disappear', 'wonder', 'trick']"
manipulation,"word: manipulation
properties: puppet strings, hidden agenda, trust broken, chess player","['puppet strings', 'hidden agenda', 'trust broken', 'chess player']"
manners,"word: manners
properties: table, etiquette, apology, posture","['table', 'etiquette', 'apology', 'posture']"
matter,"word: matter
properties: gravity, physics, weight, substance","['gravity', 'physics', 'weight', 'substance']"
meanness,"word: meanness
properties: insult, withholding, playground bully, cold silence","['insult', 'withholding', 'playground bully', 'cold silence']"
memory,"word: memory
properties: photograph, fading, childhood, sleep","['photograph', 'fading', 'childhood', 'sleep']"
menace,"word: menace
properties: threat, villain, danger, nuisance","['threat', 'villain', 'danger', 'nuisance']"
mercy,"word: mercy
properties: judge, forgiveness, suffering, rain","['judge', 'forgiveness', 'suffering', 'rain']"
miracle,"word: miracle
properties: healing, impossible, faith, tears","['healing', 'impossible', 'faith', 'tears']"
misdemeanor,"word: misdemeanor
properties: speeding ticket, criminal record, courtroom, fine","['speeding ticket', 'criminal record', 'courtroom', 'fine']"
misery,"word: misery
properties: suffering, alone, darkness, endless","['suffering', 'alone', 'darkness', 'endless']"
mockery,"word: mockery
properties: laughter, ridicule, stage performance, bitter taste","['laughter', 'ridicule', 'stage performance', 'bitter taste']"
model,"word: model
properties: runway, equations, clay, perfection","['runway', 'equations', 'clay', 'perfection']"
moment,"word: moment
properties: clock, decision, photograph, breath","['clock', 'decision', 'photograph', 'breath']"
mood,"word: mood
properties: weather, music, silence, mirror","['weather', 'music', 'silence', 'mirror']"
mourning,"word: mourning
properties: black clothing, funeral bells, tears, silence","['black clothing', 'funeral bells', 'tears', 'silence']"
need,"word: need
properties: hunger, survival, ask, empty","['hunger', 'survival', 'ask', 'empty']"
nervousness,"word: nervousness
properties: sweaty palms, job interview, stomach flutter, fumbled words","['sweaty palms', 'job interview', 'stomach flutter', 'fumbled words']"
nightmare,"word: nightmare
properties: sweat, falling, teeth, trapped","['sweat', 'falling', 'teeth', 'trapped']"
notion,"word: notion
properties: lightbulb, fleeting, debate, invention","['lightbulb', 'fleeting', 'debate', 'invention']"
obedience,"word: obedience
properties: dog, rules, punishment, hierarchy","['dog', 'rules', 'punishment', 'hierarchy']"
objection,"word: objection
properties: courtroom, raised hand, overruled, compromise","['courtroom', 'raised hand', 'overruled', 'compromise']"
obligation,"word: obligation
properties: debt, deadline, contract, resentment","['debt', 'deadline', 'contract', 'resentment']"
observation,"word: observation
properties: telescope, notebook, silence, pattern","['telescope', 'notebook', 'silence', 'pattern']"
occupation,"word: occupation
properties: desk, paycheck, uniform, commute","['desk', 'paycheck', 'uniform', 'commute']"
order,"word: order
properties: queue, rules, kitchen, chaos","['queue', 'rules', 'kitchen', 'chaos']"
ostracism,"word: ostracism
properties: ancient Athens, silence, exclusion from group, pottery shards","['ancient Athens', 'silence', 'exclusion from group', 'pottery shards']"
overview,"word: overview
properties: bird's eye view, dashboard, meeting room, map","[""bird's eye view"", 'dashboard', 'meeting room', 'map']"
pain,"word: pain
properties: needle, grimace, threshold, chronic","['needle', 'grimace', 'threshold', 'chronic']"
panic,"word: panic
properties: heartbeat, crowd, escape, darkness","['heartbeat', 'crowd', 'escape', 'darkness']"
pardon,"word: pardon
properties: courtroom, forgiveness, interruption, guilt","['courtroom', 'forgiveness', 'interruption', 'guilt']"
passion,"word: passion
properties: fire, music, argument, sleepless","['fire', 'music', 'argument', 'sleepless']"
past,"word: past
properties: footprints, regret, photographs, irreversible","['footprints', 'regret', 'photographs', 'irreversible']"
peace,"word: peace
properties: silence, dove, treaty, stillness","['silence', 'dove', 'treaty', 'stillness']"
perception,"word: perception
properties: optical illusion, bias, reality gap, spotlight","['optical illusion', 'bias', 'reality gap', 'spotlight']"
perfection,"word: perfection
properties: diamond, unreachable, exhaustion, mirror","['diamond', 'unreachable', 'exhaustion', 'mirror']"
performance,"word: performance
properties: stage, nervousness, applause, feedback","['stage', 'nervousness', 'applause', 'feedback']"
perspective,"word: perspective
properties: mountain peak, disagreement, camera lens, time passage","['mountain peak', 'disagreement', 'camera lens', 'time passage']"
plan,"word: plan
properties: calendar, obstacle, blueprint, deadline","['calendar', 'obstacle', 'blueprint', 'deadline']"
pleasure,"word: pleasure
properties: anticipation, indulgence, guilt, warmth","['anticipation', 'indulgence', 'guilt', 'warmth']"
potential,"word: potential
properties: untapped, future, energy, possibility","['untapped', 'future', 'energy', 'possibility']"
poverty,"word: poverty
properties: hunger, struggle, opportunity, cycle","['hunger', 'struggle', 'opportunity', 'cycle']"
power,"word: power
properties: electricity, control, muscle, throne","['electricity', 'control', 'muscle', 'throne']"
prediction,"word: prediction
properties: weather forecast, crystal ball, uncertainty, statistics","['weather forecast', 'crystal ball', 'uncertainty', 'statistics']"
present,"word: present
properties: wrapped box, moment in time, perform on stage, absence of past","['wrapped box', 'moment in time', 'perform on stage', 'absence of past']"
pride,"word: pride
properties: lion, peacock, fall, achievement","['lion', 'peacock', 'fall', 'achievement']"
problem,"word: problem
properties: stuck, solution, frustration, obstacle","['stuck', 'solution', 'frustration', 'obstacle']"
prohibition,"word: prohibition
properties: speakeasies, 1920s, rebellion, enforcement","['speakeasies', '1920s', 'rebellion', 'enforcement']"
promise,"word: promise
properties: broken, wedding, handshake, future","['broken', 'wedding', 'handshake', 'future']"
proof,"word: proof
properties: pudding, court, mathematical, burden","['pudding', 'court', 'mathematical', 'burden']"
proposal,"word: proposal
properties: ring, presentation, rejection, contract","['ring', 'presentation', 'rejection', 'contract']"
prosperity,"word: prosperity
properties: wealth accumulation, thriving businesses, comfortable homes, future security","['wealth accumulation', 'thriving businesses', 'comfortable homes', 'future security']"
protection,"word: protection
properties: umbrella, shield, vulnerability, insurance","['umbrella', 'shield', 'vulnerability', 'insurance']"
protest,"word: protest
properties: signs, streets, anger, change","['signs', 'streets', 'anger', 'change']"
provocation,"word: provocation
properties: red flag, anger, challenge, confrontation","['red flag', 'anger', 'challenge', 'confrontation']"
punishment,"word: punishment
properties: prison, regret, rules, child","['prison', 'regret', 'rules', 'child']"
quality,"word: quality
properties: craftsmanship, inspection, consistency, price","['craftsmanship', 'inspection', 'consistency', 'price']"
quantity,"word: quantity
properties: scale, measurement, bulk, sufficiency","['scale', 'measurement', 'bulk', 'sufficiency']"
rage,"word: rage
properties: storm, fist, red, destruction","['storm', 'fist', 'red', 'destruction']"
realization,"word: realization
properties: lightbulb, mirror, gasp, bridge","['lightbulb', 'mirror', 'gasp', 'bridge']"
reassurance,"word: reassurance
properties: trembling hands, steady voice, doubt dissolving, tight embrace","['trembling hands', 'steady voice', 'doubt dissolving', 'tight embrace']"
recommendation,"word: recommendation
properties: starred review, job interview, trusted friend, algorithm","['starred review', 'job interview', 'trusted friend', 'algorithm']"
recovery,"word: recovery
properties: hospital, time, strength, setback","['hospital', 'time', 'strength', 'setback']"
regard,"word: regard
properties: gaze, respect, consideration, mirror","['gaze', 'respect', 'consideration', 'mirror']"
regret,"word: regret
properties: missed opportunity, heavy chest, apology, time machine","['missed opportunity', 'heavy chest', 'apology', 'time machine']"
relief,"word: relief
properties: sigh, medicine, exhale, burden lifted","['sigh', 'medicine', 'exhale', 'burden lifted']"
remorse,"word: remorse
properties: confession, sleepless nights, apology letter, guilt-stricken face","['confession', 'sleepless nights', 'apology letter', 'guilt-stricken face']"
requirement,"word: requirement
properties: checklist, obstacle, deadline, signature","['checklist', 'obstacle', 'deadline', 'signature']"
resemblance,"word: resemblance
properties: mirror, twins, doppelgänger, photofit","['mirror', 'twins', 'doppelgänger', 'photofit']"
resistance,"word: resistance
properties: friction, rebellion, electrical current, muscle fatigue","['friction', 'rebellion', 'electrical current', 'muscle fatigue']"
resolution,"word: resolution
properties: New Year, microscope, stubborn determination, courtroom decision","['New Year', 'microscope', 'stubborn determination', 'courtroom decision']"
respect,"word: respect
properties: earned, hierarchy, nod, trust","['earned', 'hierarchy', 'nod', 'trust']"
responsibility,"word: responsibility
properties: weight, deadline, consequence, parent","['weight', 'deadline', 'consequence', 'parent']"
retaliation,"word: retaliation
properties: revenge cycle, workplace conflict, legal consequences, escalation","['revenge cycle', 'workplace conflict', 'legal consequences', 'escalation']"
revenge,"word: revenge
properties: poison, cycle, cold, vendetta","['poison', 'cycle', 'cold', 'vendetta']"
revolution,"word: revolution
properties: guillotine, spinning wheel, violence, change","['guillotine', 'spinning wheel', 'violence', 'change']"
risk,"word: risk
properties: cliff, gamble, heartbeat, failure","['cliff', 'gamble', 'heartbeat', 'failure']"
ritual,"word: ritual
properties: candles, repetition, sacred, ceremony","['candles', 'repetition', 'sacred', 'ceremony']"
romantic,"word: romantic
properties: candlelight, roses, heartbeat, moonlit walk","['candlelight', 'roses', 'heartbeat', 'moonlit walk']"
safety,"word: safety
properties: seatbelt, darkness, rules, home","['seatbelt', 'darkness', 'rules', 'home']"
satisfaction,"word: satisfaction
properties: completion, smile, warm belly, achievement","['completion', 'smile', 'warm belly', 'achievement']"
scheme,"word: scheme
properties: chess, deception, blueprint, conspiracy","['chess', 'deception', 'blueprint', 'conspiracy']"
self-dependence,"word: self-dependence
properties: solitude, bootstraps, standing-alone, resilience","['solitude', 'bootstraps', 'standing-alone', 'resilience']"
sensation,"word: sensation
properties: tingling, goosebumps, discovery, overwhelm","['tingling', 'goosebumps', 'discovery', 'overwhelm']"
