word,response,properties
boredom,"word: boredom
properties: endless clock, empty room, staring, sigh","['endless clock', 'empty room', 'staring', 'sigh']"
boycott,"word: boycott
properties: protest, strike, withdrawal, refusal","['protest', 'strike', 'withdrawal', 'refusal']"
bravery,"word: bravery
properties: lion, shield, sacrifice, fearlessness","['lion', 'shield', 'sacrifice', 'fearlessness']"
career,"word: career
properties: job, ambition, progress, salary","['job', 'ambition', 'progress', 'salary']"
carefulness,"word: carefulness
properties: slow, checks, safety, plan","['slow', 'checks', 'safety', 'plan']"
catastrophe,"word: catastrophe
properties: earthquake, flood, fire, meteor","['earthquake', 'flood', 'fire', 'meteor']"
caution,"word: caution
properties: stop sign, alarm, warning, danger","['stop sign', 'alarm', 'warning', 'danger']"
challenge,"word: challenge
properties: mountains, puzzles, obstacles, growth","['mountains', 'puzzles', 'obstacles', 'growth']"
chaos,"word: chaos
properties: hurricane, toddler, battlefield, loud music","['hurricane', 'toddler', 'battlefield', 'loud music']"
character,"character: strength, flaw, growth, motive",[]
charm,"word: charm
properties: spell, smile, necklace, magic","['spell', 'smile', 'necklace', 'magic']"
comfort,"word: comfort
properties: blanket, warmth, chair, home","['blanket', 'warmth', 'chair', 'home']"
commitment,"word: commitment
properties: wedding, contract, pledge, loyalty","['wedding', 'contract', 'pledge', 'loyalty']"
comparison,"word: comparison
properties: scale, tally, difference, likeness","['scale', 'tally', 'difference', 'likeness']"
compassion,"word: compassion
properties: suffering, kindness, comfort, empathy","['suffering', 'kindness', 'comfort', 'empathy']"
competence,"word: competence
properties: skill, experience, training, knowledge","['skill', 'experience', 'training', 'knowledge']"
compromise,"compromise: negotiation, agreement, middle ground, concession",[]
compulsion,"word: compulsion
properties: urge, addiction, routine, anxiety","['urge', 'addiction', 'routine', 'anxiety']"
confession,"word: confession
properties: guilt, truth, forgiveness, shame","['guilt', 'truth', 'forgiveness', 'shame']"
conflict,"word: conflict
properties: argument, disagreement, war, fight","['argument', 'disagreement', 'war', 'fight']"
consideration,"word: consideration
properties: thoughtful gift, empathy, careful planning, future planning","['thoughtful gift', 'empathy', 'careful planning', 'future planning']"
consolation,"consolation: comfort, relief, solace, peace",[]
contempt,"word: contempt
properties: sneer, disdain, scorning, revulsion","['sneer', 'disdain', 'scorning', 'revulsion']"
convention,"word: convention
properties: meeting, rules, agreement, gathering","['meeting', 'rules', 'agreement', 'gathering']"
cooperation,"word: cooperation
properties: teamwork, sharing, project, agreement","['teamwork', 'sharing', 'project', 'agreement']"
courage,"word: courage
properties: bravery, facing fear, standing up, resilience","['bravery', 'facing fear', 'standing up', 'resilience']"
creativity,"creativity:
inspiration, imagination, innovation, artistry",[]
crime,"word: crime
properties: punishment, investigation, victim, motive","['punishment', 'investigation', 'victim', 'motive']"
criticism,"word: criticism
properties: feedback, review, analysis, judgment","['feedback', 'review', 'analysis', 'judgment']"
cruelty,"cruelty: abuse, pain, indifference, torture",[]
culture,"word: culture
properties: traditions, language, art, food","['traditions', 'language', 'art', 'food']"
curiosity,"word: curiosity
properties: exploration, questions, learning, mystery","['exploration', 'questions', 'learning', 'mystery']"
custom,"word: custom
properties: tradition, tailored, ritual, ingrained","['tradition', 'tailored', 'ritual', 'ingrained']"
danger,"danger:
properties: alarm, threat, risk, hazard","['alarm', 'threat', 'risk', 'hazard']"
death,"word: death
properties: finality, grief, memory, rebirth","['finality', 'grief', 'memory', 'rebirth']"
decision,"decision
properties: fork in the road, weighing options, consequence, commitment","['fork in the road', 'weighing options', 'consequence', 'commitment']"
demand,"word: demand
properties: urgent request, needs, strong desire, requirement","['urgent request', 'needs', 'strong desire', 'requirement']"
desire,"desire: longing, want, craving, ambition",[]
desperation,"desperation:
emptiness, fear, survival, last resort",[]
destruction,"word: destruction
properties: fire, earthquake, war, decay","['fire', 'earthquake', 'war', 'decay']"
detection,"word: detection
properties: alarm, investigation, radar, illness","['alarm', 'investigation', 'radar', 'illness']"
dictatorship,"dictatorship: control, power, oppression, fear",[]
difference,"word: difference
properties: contrast, change, separate, unique","['contrast', 'change', 'separate', 'unique']"
difficulty,"word: difficulty
properties: struggle, obstacle, challenge, problem","['struggle', 'obstacle', 'challenge', 'problem']"
dignity,"word: dignity
properties: pride, respect, composure, self-worth","['pride', 'respect', 'composure', 'self-worth']"
diligence,"word: diligence
properties: hard work, perseverance, carefulness, focus","['hard work', 'perseverance', 'carefulness', 'focus']"
disadvantage,"disadvantage: handicap, setback, weakness, burden",[]
disappointment,"disappointment: dashed hopes, unmet expectations, a sigh, a dropped jaw",[]
discovery,"word: discovery
properties: exploration, eureka, microscope, uncharted","['exploration', 'eureka', 'microscope', 'uncharted']"
disgust,"disgust: rotten eggs, bile, repulsion, turning away",[]
dismay,"word: dismay
properties: sigh, slumped shoulders, bad news, sudden shock","['sigh', 'slumped shoulders', 'bad news', 'sudden shock']"
dispute,"word: dispute
properties: argument, disagreement, debate, contention","['argument', 'disagreement', 'debate', 'contention']"
distance,"distance: journey, telescope, silence, emptiness",[]
distraction,"distraction: phone, noise, wandering mind, game",[]
diversity,"word: diversity
properties: variety, inclusion, ecosystem, team","['variety', 'inclusion', 'ecosystem', 'team']"
doubt,"doubt: uncertainty, questioning, suspicion, hesitation",[]
downfall,"downfall: shame, collapse, ruin, end",[]
dream,"dream: sleep, fantasy, hope, subconscious",[]
duty,"word: duty
properties: obligation, sacrifice, responsibility, service","['obligation', 'sacrifice', 'responsibility', 'service']"
eagerness,"word: eagerness
properties: jumping, bright eyes, anticipation, reaching","['jumping', 'bright eyes', 'anticipation', 'reaching']"
effort,"word: effort
properties: sweat, pushing, practice, work","['sweat', 'pushing', 'practice', 'work']"
elegance,"word: elegance
properties: swan, ballroom, silk, posture","['swan', 'ballroom', 'silk', 'posture']"
emotion,"emotion: tears
properties: laughter, anger, fear, calm","['laughter', 'anger', 'fear', 'calm']"
enchantment,"enchantment: spell, magic, wonder, allure",[]
enthusiasm,"word: enthusiasm
properties: cheering, bright colors, loud music, running fast","['cheering', 'bright colors', 'loud music', 'running fast']"
envy,"word: envy
properties: green, covet, desire, bitterness","['green', 'covet', 'desire', 'bitterness']"
error,"word: error
properties: mistake, bug, flaw, oversight","['mistake', 'bug', 'flaw', 'oversight']"
event,"event: party, concert, wedding, conference",[]
excitement,"word: excitement
properties: roller coaster, party, music, anticipation","['roller coaster', 'party', 'music', 'anticipation']"
expectation,"expectation: anticipation, hope, planning, disappointment",[]
experience,"word: experience
properties: memory, skill, lesson, growth","['memory', 'skill', 'lesson', 'growth']"
explanation,"word: explanation
properties: diagram, lesson, map, breakdown","['diagram', 'lesson', 'map', 'breakdown']"
exploitation,"word: exploitation
properties: power imbalance, unfair labor, resource depletion, historical injustice","['power imbalance', 'unfair labor', 'resource depletion', 'historical injustice']"
faithfulness,"word: faithfulness
properties: dog, marriage, loyalty, trust","['dog', 'marriage', 'loyalty', 'trust']"
fantasy,"word: fantasy
properties: dragons, wizards, magic, escape","['dragons', 'wizards', 'magic', 'escape']"
fate,"word: fate
properties: destiny, chance, future, outcome","['destiny', 'chance', 'future', 'outcome']"
fear,"word: fear
properties: monster, darkness, scream, running","['monster', 'darkness', 'scream', 'running']"
fight,"fight:
boxing, anger, battle, struggle",[]
fitness,"word: fitness
properties: gym, running, health, sweat","['gym', 'running', 'health', 'sweat']"
flexibility,"word: flexibility
properties: yoga, rubber band, negotiation, adaptability","['yoga', 'rubber band', 'negotiation', 'adaptability']"
force,"force: push, strength, magnet, storm",[]
forgiveness,"forgiveness: peace, release, reconciliation, kindness",[]
freedom,"word: freedom
properties: open road, birds flying, bare feet, deep breath","['open road', 'birds flying', 'bare feet', 'deep breath']"
fright,"word: fright
properties: shadow, scream, jump, darkness","['shadow', 'scream', 'jump', 'darkness']"
frustration,"word: frustration
properties: stalled car, tangled yarn, red face, sigh","['stalled car', 'tangled yarn', 'red face', 'sigh']"
fun,"word: fun
properties: laughter, games, party, smile","['laughter', 'games', 'party', 'smile']"
fury,"word: fury
properties: storm, rage, volcano, anger","['storm', 'rage', 'volcano', 'anger']"
future,"future: plans, unknown, hope, growth",[]
genius,"word: genius
properties: invention, abstract, insight, creativity","['invention', 'abstract', 'insight', 'creativity']"
glory,"word: glory
properties: battle, crown, fame, achievement","['battle', 'crown', 'fame', 'achievement']"
grace,"word: grace
properties: ballet, elegance, forgiveness, prayer","['ballet', 'elegance', 'forgiveness', 'prayer']"
gratitude,"word: gratitude
properties: thank you, gift, kindness, appreciation","['thank you', 'gift', 'kindness', 'appreciation']"
greed,"word: greed
properties: hoarding, excess, selfishness, hunger","['hoarding', 'excess', 'selfishness', 'hunger']"
guess,"word: guess
properties: riddle, unknown, prediction, hunch","['riddle', 'unknown', 'prediction', 'hunch']"
habit,"word: habit
properties: routine, addiction, muscle memory, ingrained","['routine', 'addiction', 'muscle memory', 'ingrained']"
happiness,"word: happiness
properties: laughter, sunshine, loved ones, peace","['laughter', 'sunshine', 'loved ones', 'peace']"
hate,"hate: anger, revenge, darkness, hurt",[]
help,"help: aid, assistance, rescue, support",[]
hint,"word: hint
properties: clue, secret, whisper, suggestion","['clue', 'secret', 'whisper', 'suggestion']"
home,"home: comfort, family, safety, memories",[]
honor,"word: honor
properties: respect, award, reputation, integrity","['respect', 'award', 'reputation', 'integrity']"
hope,"word: hope
properties: sunrise, anchor, seed, prayer","['sunrise', 'anchor', 'seed', 'prayer']"
horror,"word: horror
properties: screams, darkness, monsters, fear","['screams', 'darkness', 'monsters', 'fear']"
humor,"word: humor
properties: chuckle, smile, joke, funny bone","['chuckle', 'smile', 'joke', 'funny bone']"
hunger,"word: hunger
properties: stomach growl, empty, food, stomach ache","['stomach growl', 'empty', 'food', 'stomach ache']"
hurry,"word: hurry
properties: late, panic, rush, speed","['late', 'panic', 'rush', 'speed']"
idea,"idea: lightbulb, brainstorm, invention, spark",[]
ideal,"word: ideal
properties: perfect, dream, flawless, utopia","['perfect', 'dream', 'flawless', 'utopia']"
illusion,"word: illusion
properties: magic, smoke, mirrors, dreams","['magic', 'smoke', 'mirrors', 'dreams']"
impression,"word: impression
properties: footprint, fingerprint, first meeting, lasting memory","['footprint', 'fingerprint', 'first meeting', 'lasting memory']"
incentive,"word: incentive
properties: reward, motivation, bonus, goal","['reward', 'motivation', 'bonus', 'goal']"
independence,"word: independence
properties: voting, driving, salary, own apartment","['voting', 'driving', 'salary', 'own apartment']"
indifference,"word: indifference
properties: apathy, detachment, unemotional, passive","['apathy', 'detachment', 'unemotional', 'passive']"
influence,"influence: power, sway, impact, change",[]
insanity,"word: insanity
properties: straitjacket, asylum, delusion, chaos","['straitjacket', 'asylum', 'delusion', 'chaos']"
insight,"word: insight
properties: understanding, revelation, breakthrough, awareness","['understanding', 'revelation', 'breakthrough', 'awareness']"
insult,"word: insult
properties: rude remark, hurt feelings, anger, defense","['rude remark', 'hurt feelings', 'anger', 'defense']"
insurrection,"word: insurrection
properties: rebellion, overthrown, riots, struggle","['rebellion', 'overthrown', 'riots', 'struggle']"
intention,"intention: plan, goal, aim, purpose",[]
interest,"word: interest
properties: curiosity, investment, hobby, attention","['curiosity', 'investment', 'hobby', 'attention']"
invention,"invention: spark, idea, future, design",[]
jealousy,"word: jealousy
properties: green-eyed, envy, possessiveness, comparison","['green-eyed', 'envy', 'possessiveness', 'comparison']"
joy,"word: joy
properties: laughter, sunlight, dancing, celebration","['laughter', 'sunlight', 'dancing', 'celebration']"
judgement,"word: judgement
properties: court, scales, consequence, decision","['court', 'scales', 'consequence', 'decision']"
justice,"word: justice
properties: courtroom, scales, fairness, law","['courtroom', 'scales', 'fairness', 'law']"
justification,"word: justification
properties: defense, reason, explanation, excuse","['defense', 'reason', 'explanation', 'excuse']"
kindness,"kindness: helping, smile, generosity, caring",[]
knowledge,"word: knowledge
properties: learning, experience, books, understanding","['learning', 'experience', 'books', 'understanding']"
love,"word: love
properties: heart, embrace, sacrifice, home","['heart', 'embrace', 'sacrifice', 'home']"
luck,"word: luck
properties: four-leaf clover, rabbit's foot, lottery ticket, chance","['four-leaf clover', ""rabbit's foot"", 'lottery ticket', 'chance']"
lust,"word: lust
properties: desire, hunger, craving, longing","['desire', 'hunger', 'craving', 'longing']"
luxury,"word: luxury
properties: mansion, yacht, champagne, private jet","['mansion', 'yacht', 'champagne', 'private jet']"
magic,"word: magic
properties: wand, illusion, spell, teleport","['wand', 'illusion', 'spell', 'teleport']"
manipulation,"word: manipulation
properties: strings, puppet, chess, trick","['strings', 'puppet', 'chess', 'trick']"
manners,"word: manners
properties: politeness, etiquette, upbringing, consideration","['politeness', 'etiquette', 'upbringing', 'consideration']"
matter,"matter: physics, importance, substance, concern",[]
meanness,"word: meanness
properties: cruelty, selfishness, spite, harshness","['cruelty', 'selfishness', 'spite', 'harshness']"
memory,"word: memory
properties: photographs, dreams, forgetting, past","['photographs', 'dreams', 'forgetting', 'past']"
menace,"menace: shadow, danger, fear, whisper",[]
mercy,"mercy: forgiveness, release, compassion, reprieve",[]
miracle,"miracle: baby, survival, answered prayer, luck",[]
misdemeanor,"word: misdemeanor
properties: court, fine, petty theft, probation","['court', 'fine', 'petty theft', 'probation']"
misery,"word: misery
properties: tears, cold, hunger, loneliness","['tears', 'cold', 'hunger', 'loneliness']"
mockery,"word: mockery
properties: laughter, teasing, insult, ridicule","['laughter', 'teasing', 'insult', 'ridicule']"
model,"word: model
properties: runway, replica, template, simulation","['runway', 'replica', 'template', 'simulation']"
moment,"word: moment
properties: flash, pause, breath, second","['flash', 'pause', 'breath', 'second']"
mood,"word: mood
properties: cheerful, gloomy, energetic, tired","['cheerful', 'gloomy', 'energetic', 'tired']"
mourning,"mourning:
properties: tears, funeral, black, grief","['tears', 'funeral', 'black', 'grief']"
need,"word: need
properties: lack, desire, requirement, urgency","['lack', 'desire', 'requirement', 'urgency']"
nervousness,"nervousness: stage, shaky hands, sweaty palms, stomach butterflies",[]
nightmare,"nightmare: fear, darkness, sweat, scream",[]
notion,"notion: idea, concept, belief, thought",[]
obedience,"word: obedience
properties: school, dog, soldier, parent","['school', 'dog', 'soldier', 'parent']"
objection,"word: objection
properties: protest, lawyer, doubt, disagreement","['protest', 'lawyer', 'doubt', 'disagreement']"
obligation,"word: obligation
properties: duty, promise, debt, commitment","['duty', 'promise', 'debt', 'commitment']"
observation,"word: observation
properties: telescope, quiet, data, curiosity","['telescope', 'quiet', 'data', 'curiosity']"
occupation,"occupation: job, career, work, profession",[]
order,"order: sequence, rule, chaos, kitchen",[]
ostracism,"ostracism: banishment, social exclusion, exile, ostracize",[]
overview,"word: overview
properties: summary, glance, scope, understanding","['summary', 'glance', 'scope', 'understanding']"
pain,"word: pain
properties: ache, burn, stab, throb","['ache', 'burn', 'stab', 'throb']"
panic,"panic: alarm, racing heart, chaos, running",[]
pardon,"pardon
properties: forgiveness, mercy, release, mistake","['forgiveness', 'mercy', 'release', 'mistake']"
passion,"word: passion
properties: obsession, art, fire, drive","['obsession', 'art', 'fire', 'drive']"
past,"past: history, memories, lessons, yesterday",[]
peace,"word: peace
properties: quiet, calm, nature, sleep","['quiet', 'calm', 'nature', 'sleep']"
perception,"word: perception
properties: seeing, thinking, interpreting, feeling","['seeing', 'thinking', 'interpreting', 'feeling']"
perfection,"word: perfection
properties: flawlessness, ideal, mistake-free, ultimate","['flawlessness', 'ideal', 'mistake-free', 'ultimate']"
performance,"performance: stage, applause, actor, music",[]
perspective,"word: perspective
properties: viewpoint, lens, angle, mind's eye","['viewpoint', 'lens', 'angle', ""mind's eye""]"
plan,"word: plan
properties: blueprint, meeting, goal, strategy","['blueprint', 'meeting', 'goal', 'strategy']"
pleasure,"word: pleasure
properties: warm bath, ice cream, soft blanket, gentle breeze","['warm bath', 'ice cream', 'soft blanket', 'gentle breeze']"
potential,"word: potential
properties: unhatched, latent, possibility, future","['unhatched', 'latent', 'possibility', 'future']"
poverty,"word: poverty
properties: hunger, no home, struggle, cold","['hunger', 'no home', 'struggle', 'cold']"
power,"word: power
properties: strength, control, electricity, influence","['strength', 'control', 'electricity', 'influence']"
prediction,"word: prediction
properties: crystal ball, lottery numbers, weather forecast, stocks","['crystal ball', 'lottery numbers', 'weather forecast', 'stocks']"
present,"word: present
properties: gift, now, appearance, report","['gift', 'now', 'appearance', 'report']"
pride,"word: pride
properties: peacock, achievement, country, prejudice","['peacock', 'achievement', 'country', 'prejudice']"
problem,"word: problem
properties: puzzle, obstacle, question, challenge","['puzzle', 'obstacle', 'question', 'challenge']"
prohibition,"word: prohibition
properties: speakeasy, temperance, law, alcohol","['speakeasy', 'temperance', 'law', 'alcohol']"
promise,"word: promise
properties: vow, commitment, future, trust","['vow', 'commitment', 'future', 'trust']"
proof,"word: proof
properties: evidence, math, baking, defense","['evidence', 'math', 'baking', 'defense']"
proposal,"word: proposal
properties: ring, marriage, idea, business","['ring', 'marriage', 'idea', 'business']"
prosperity,"word: prosperity
properties: abundance, growth, stability, security","['abundance', 'growth', 'stability', 'security']"
protection,"protection: shield, safety, barrier, sanctuary",[]
protest,"word: protest
properties: march, sign, dissent, anger","['march', 'sign', 'dissent', 'anger']"
provocation,"word: provocation
properties: yelling, conflict, teasing, dare","['yelling', 'conflict', 'teasing', 'dare']"
punishment,"punishment: jail, penalty, discipline, consequence",[]
quality,"word: quality
properties: craftsmanship, durability, excellence, attention to detail","['craftsmanship', 'durability', 'excellence', 'attention to detail']"
quantity,"word: quantity
properties: number, amount, size, volume","['number', 'amount', 'size', 'volume']"
rage,"word: rage
properties: storm, explosion, red, fist","['storm', 'explosion', 'red', 'fist']"
realization,"realization: awareness, understanding, epiphany, discovery",[]
reassurance,"word: reassurance
properties: steady hand, calm voice, deep breath, kind eyes","['steady hand', 'calm voice', 'deep breath', 'kind eyes']"
recommendation,"word: recommendation
properties: review, advice, endorsement, suggestion","['review', 'advice', 'endorsement', 'suggestion']"
recovery,"word: recovery
properties: mending, strength, hope, progress","['mending', 'strength', 'hope', 'progress']"
regard,"word: regard
properties: looking, respect, consideration, gaze","['looking', 'respect', 'consideration', 'gaze']"
regret,"regret: mistakes, past, sadness, learning",[]
relief,"word: relief
properties: exhale, cool water, pain gone, burden lifted","['exhale', 'cool water', 'pain gone', 'burden lifted']"
remorse,"word: remorse
properties: regret, tears, apology, consequence","['regret', 'tears', 'apology', 'consequence']"
requirement,"word: requirement
properties: checklist, deadline, instruction, essential","['checklist', 'deadline', 'instruction', 'essential']"
resemblance,"word: resemblance
properties: twin, picture, echoes, mirror","['twin', 'picture', 'echoes', 'mirror']"
resistance,"word: resistance
properties: protest, friction, stubbornness, electricity","['protest', 'friction', 'stubbornness', 'electricity']"
resolution,"resolution:
new year, problem solving, fine detail, clearing up",[]
respect,"word: respect
properties: listening, elders, honor, consideration","['listening', 'elders', 'honor', 'consideration']"
responsibility,"word: responsibility
properties: duty, tasks, adulthood, commitment","['duty', 'tasks', 'adulthood', 'commitment']"
retaliation,"word: retaliation
properties: revenge, payback, counterattack, an eye for an eye","['revenge', 'payback', 'counterattack', 'an eye for an eye']"
revenge,"word: revenge
properties: payback, retribution, vengeance, score settling","['payback', 'retribution', 'vengeance', 'score settling']"
revolution,"word: revolution
properties: uprising, change, protest, ideals","['uprising', 'change', 'protest', 'ideals']"
risk,"word: risk
properties: danger, investment, gamble, adrenaline","['danger', 'investment', 'gamble', 'adrenaline']"
ritual,"word: ritual
properties: ceremony, prayer, chant, incense","['ceremony', 'prayer', 'chant', 'incense']"
romantic,"word: romantic
properties: candlelight, moonlight, roses, vows","['candlelight', 'moonlight', 'roses', 'vows']"
safety,"word: safety
properties: lock, alarm, helmet, seatbelt","['lock', 'alarm', 'helmet', 'seatbelt']"
satisfaction,"word: satisfaction
properties: completing a puzzle, a warm meal, a good book, a job well done","['completing a puzzle', 'a warm meal', 'a good book', 'a job well done']"
scheme,"word: scheme
properties: plot, blueprint, conspiracy, design","['plot', 'blueprint', 'conspiracy', 'design']"
self-dependence,"self-dependence: isolation, empowerment, self-reliance, decision-making",[]
sensation,"word: sensation
properties: goosebumps, phantom limb, shiver, tingle","['goosebumps', 'phantom limb', 'shiver', 'tingle']"
sensitivity,"word: sensitivity
properties: delicate, empathy, reaction, awareness","['delicate', 'empathy', 'reaction', 'awareness']"
shame,"word: shame
properties: blush, hide, guilt, regret","['blush', 'hide', 'guilt', 'regret']"
shyness,"word: shyness
properties: blushing, quiet, observing, hesitant","['blushing', 'quiet', 'observing', 'hesitant']"
skill,"word: skill
properties: practice, talent, learning, expertise","['practice', 'talent', 'learning', 'expertise']"
slapstick,"slapstick: pratfalls, custard pies, exaggerated movements, chaotic chases",[]
solitude,"word: solitude
properties: quiet, reading, nature, reflection","['quiet', 'reading', 'nature', 'reflection']"
stimulus,"word: stimulus
properties: alarm, bright light, sound, touch","['alarm', 'bright light', 'sound', 'touch']"
stress,"word: stress
properties: deadlines, exams, arguments, overwhelm","['deadlines', 'exams', 'arguments', 'overwhelm']"
success,"word: success
properties: climbing, prize, achievement, hard work","['climbing', 'prize', 'achievement', 'hard work']"
suffering,"suffering: pain, hardship, grief, struggle",[]
support,"word: support
properties: pillar, scaffolding, chorus, backbone","['pillar', 'scaffolding', 'chorus', 'backbone']"
surprise,"word: surprise
properties: gift, party, gasp, unexpected","['gift', 'party', 'gasp', 'unexpected']"
talent,"talent:  music, painting, comedy, coding",[]
task,"task: to-do list, deadline, project, effort",[]
terrorism,"terrorism: fear, destruction, conflict, hate",[]
theory,"word: theory
properties: hypothesis, experiment, proof, explanation","['hypothesis', 'experiment', 'proof', 'explanation']"
thirst,"word: thirst
properties: desert, dry, water, throat","['desert', 'dry', 'water', 'throat']"
thought,"word: thought
properties: idea, memory, plan, daydream","['idea', 'memory', 'plan', 'daydream']"
threat,"word: threat
properties: danger, fear, attack, alarm","['danger', 'fear', 'attack', 'alarm']"
tradition,"word: tradition
properties: ceremony, heirloom, generations, ritual","['ceremony', 'heirloom', 'generations', 'ritual']"
trend,"word: trend
properties: fashion, statistics, internet, change","['fashion', 'statistics', 'internet', 'change']"
trust,"word: trust
properties: leap, faith, secrets, partners","['leap', 'faith', 'secrets', 'partners']"
value,"word: value
properties: importance, worth, price, treasure","['importance', 'worth', 'price', 'treasure']"
vanity,"word: vanity
properties: mirror, pride, attention, decoration","['mirror', 'pride', 'attention', 'decoration']"
victory,"word: victory
properties: cheering, medal, overcoming, goal","['cheering', 'medal', 'overcoming', 'goal']"
view,"word: view
properties: mountain, telescope, painting, horizon","['mountain', 'telescope', 'painting', 'horizon']"
violation,"word: violation
properties: fence, alarm, handcuffs, fine","['fence', 'alarm', 'handcuffs', 'fine']"
violence,"violence: anger, harm, weapons, conflict",[]
war,"war: battle, injury, peace, soldiers",[]
warning,"warning: siren, flashing lights, danger, alarm",[]
weakness,"word: weakness
properties: falling, rust, fear, fragility","['falling', 'rust', 'fear', 'fragility']"
wealth,"word: wealth
properties: large house, gold coins, expensive car, private jet","['large house', 'gold coins', 'expensive car', 'private jet']"
welfare,"welfare:
food banks, social security, healthcare, child protection",[]
will,"will: power, intention, future, trust",[]
willingness,"word: willingness
properties: agreement, helping, volunteering, commitment","['agreement', 'helping', 'volunteering', 'commitment']"
wish,"word: wish
properties: desire, fairy, birthday, star","['desire', 'fairy', 'birthday', 'star']"
wit,"word: wit
properties: quickness, humor, retort, intelligence","['quickness', 'humor', 'retort', 'intelligence']"
wonder,"word: wonder
properties: curiosity, stars, mystery, awe","['curiosity', 'stars', 'mystery', 'awe']"
work,"word: work
properties: office, computer, paycheck, lunch","['office', 'computer', 'paycheck', 'lunch']"
worry,"word: worry
properties: furrowed brow, sleepless nights, racing thoughts, tight chest","['furrowed brow', 'sleepless nights', 'racing thoughts', 'tight chest']"
stability,"word: stability
properties: bedrock, anchor, stillness, foundation","['bedrock', 'anchor', 'stillness', 'foundation']"
selection,"word: selection
properties: choice, many, filter, organize","['choice', 'many', 'filter', 'organize']"
