word,properties,codes,frequencies
ambush,"['bush', 'sudden', 'patience', 'shock']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
amusement,"['laughter', 'theme park', 'cotton candy', 'rollercoaster']","['internal state and emotion', 'association', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
anger,"['redness', 'shouting', 'fist', 'steam']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'job interview', 'overthinking', 'storm cloud']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
apology,"['relief', 'forgiveness', 'guilt', 'repair']","['internal state and emotion', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
appearance,"['deception', 'clothing', 'shape', 'debut']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
appetite,"['food', 'stomach', 'growl', 'meal']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
application,"['resume', 'icon', 'formula', 'sunscreen']","['association', 'association', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
aptitude,"['quick learning', 'discovery', 'smooth progress', 'aptitude test']","['internal state and emotion', 'association', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
argument,"['raised voices', 'frustration', 'evidence', 'resolution']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
art,"['brush', 'museum', 'color', 'sculpture']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
aspect,"['viewpoint', 'component', 'characteristic', 'dimension']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
assassination,"['flash', 'headline', 'crown', 'plot']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
assumption,"['hypothesis', 'mistake', 'future', 'basis']","['other abstract concept', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
astonishment,"['wide eyes', 'dropped jaw', 'silence', 'discovery']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
attack,"['claws', 'scream', 'ambush', 'adrenaline']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
attention,"['ear', 'bright colors', 'performance', 'warning']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
attraction,"['magnet', 'smile', 'gravity', 'theme park']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
beauty,"['sunset', 'harmony', 'awe', 'flower']","['association', 'other abstract concept', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
being,"['presence', 'essence', 'awareness', 'organism']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
betrayal,"['promise', 'scar', 'trust', 'glass']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
blackmail,"['secret', 'leverage', 'fear', 'shadow']","['association', 'other abstract concept', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
boredom,"['scrolling', 'waiting', 'daydreaming', 'yawning']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
boycott,"['protest', 'empty shelves', 'unfair labor', 'Gandhi']","['social constellation', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
bravery,"['firefighter', 'speaking up', 'lion', 'leap']","['association', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
career,"['ladder', 'salary', 'resume', 'cubicle']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
carefulness,"['precision', 'preparation', 'fragile', 'consequence']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
catastrophe,"['rubble', 'alarm', 'survivors', 'rebuilding']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
caution,"['slow', 'ladder', 'hot stove', 'sign']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
challenge,"['mountain', 'puzzle', 'growth', 'effort']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
chaos,"['scream', 'storm', 'tangled', 'collapse']","['internal state and emotion', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
character,"['integrity', 'novel', 'typeface', 'growth']","['internal state and emotion', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
charm,"['bracelet', 'smile', 'glee', 'magnetism']","['association', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
comfort,"['warmth', 'security', 'softness', 'relief']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
commitment,"['vow', 'discipline', 'marathon', 'alarm clock']","['other abstract concept', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
comparison,"['scale', 'ruler', 'contrast', 'benchmark']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
compassion,"['tear', 'blanket', 'listening', 'holding a hand']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
competence,"['blueprint', 'ladder', 'steady hands', 'tool']","['association', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
compromise,"['negotiation', 'middle ground', 'give and take', 'relationship']","['social constellation', 'other abstract concept', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
compulsion,"['tic', 'ritual', 'magnetic pull', 'counting']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
confession,"['guilt', 'whisper', 'relief', 'priest']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.5, 0.25, 0.0]"
conflict,"['war', 'stress', 'resolution', 'debate']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
consideration,"['thought', 'kindness', 'decision', 'time']","['internal state and emotion', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.75, 0.0, 0.25]"
consolation,"['warmth', 'tea', 'shoulder', 'quiet']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
contempt,"['look down', 'roll eyes', 'disregard', 'coldness']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
convention,"['exhibition hall', 'cosplay', 'nametag', 'keynote speaker']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
cooperation,"['orchestra', 'ants', 'bridge', 'shared goal']","['social constellation', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
courage,"['firefighter', 'speaking up', 'first step', 'lion']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
creativity,"['lightbulb', 'paintbrush', 'labyrinth', 'sandbox']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
crime,"['police', 'justice', 'witness', 'evidence']","['social constellation', 'other abstract concept', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
criticism,"['defensiveness', 'evaluation', 'feedback', 'improvement']","['internal state and emotion', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
cruelty,"['scar', 'whip', 'fear', 'silence']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
culture,"['food', 'dance', 'language', 'tradition']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
curiosity,"['questioning', 'exploration', 'discovery', 'telescope']","['internal state and emotion', 'sensorimotor feature', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
custom,"['ritual', 'ancestors', 'tailor', 'handshake']","['association', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
danger,"['cliff', 'warning', 'predator', 'escape']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
death,"['silence', 'tears', 'legacy', 'absence']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
decision,"['crossroads', 'future', 'uncertainty', 'responsibility']","['association', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
demand,"['child', 'strike', 'payment', 'attention']","['social constellation', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
desire,"['goal', 'future', 'effort', 'motivation']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
desperation,"['scramble', 'sweat', 'empty wallet', 'grasp']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
destruction,"['rubble', 'fire', 'collapse', 'silence']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
detection,"['crime', 'smoke', 'disease', 'metal']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
dictatorship,"['single voice', 'whispered fear', 'endless portraits', 'uniformed presence']","['internal state and emotion', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.25, 0.5, 0.0, 0.25]"
difference,"['comparison', 'unique', 'gap', 'perspective']","['other abstract concept', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
difficulty,"['struggle', 'puzzle', 'mountain', 'sweat']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
dignity,"['poise', 'head held high', 'quiet strength', 'grace under pressure']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
diligence,"['late nights', 'magnifying glass', 'marathon runner', 'well-maintained garden']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
disadvantage,"['struggle', 'obstacle', 'catch-up', 'uphill']","['internal state and emotion', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
disappointment,"['sigh', 'cancelled plans', 'flat soda', 'hollow']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
discovery,"['curiosity', 'telescope', 'Aha! moment', 'new species']","['internal state and emotion', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.0, 0.25]"
disgust,"['rot', 'slime', 'maggots', 'vomit']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dismay,"['quiet gasp', 'falling feeling', 'slow head shake', 'dropped papers']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
dispute,"['courtroom', 'lawyer', 'raised voices', 'resolution']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
distance,"['ruler', 'loneliness', 'journey', 'horizon']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
distraction,"['phone notifications', 'shiny object', 'wandering mind', 'chasing a squirrel']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
diversity,"['team', 'garden', 'puzzle', 'menu']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
doubt,"['hesitation', 'crossroads', 'raised eyebrow', 'fog']","['internal state and emotion', 'association', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
downfall,"['collapse', 'rain', 'villain', 'consequences']","['sensorimotor feature', 'association', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
dream,"['sleep', 'goal', 'fantasy', 'future']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
duty,"['taxes', 'soldier', 'weight', 'uniform']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
eagerness,"['anticipation', 'bouncing', 'sparkle', 'starting line']","['internal state and emotion', 'sensorimotor feature', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
effort,"['sweat', 'climb', 'study', 'practice']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
elegance,"['ballet', 'silk', 'understated', 'posture']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
emotion,"['heart', 'tears', 'color', 'storm']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
enchantment,"['castle', 'wand', 'dream', 'gasp']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
enthusiasm,"['energy', 'sparkle', 'project', 'cheer']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
envy,"['desire', 'comparison', 'resentment', 'achievement']","['internal state and emotion', 'association', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
error,"['correction', 'learning', 'red light', 'debugging']","['other abstract concept', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
event,"['calendar', 'guests', 'decorations', 'speech']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
excitement,"['rollercoaster', 'fireworks', 'anticipation', 'gasp']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
expectation,"['future', 'disappointment', 'hope', 'planning']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
experience,"['learning', 'memory', 'adventure', 'skill']","['other abstract concept', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
explanation,"['teacher', 'aha! moment', 'diagram', 'why']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
exploitation,"['labor', 'resource', 'vulnerability', 'profit']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
faithfulness,"['dog', 'wedding ring', 'old tree', 'lighthouse']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fantasy,"['dragon', 'escape', 'magic', 'castle']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
fate,"['prediction', 'dice', 'crossroads', 'string']","['other abstract concept', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fear,"['spider', 'scream', 'darkness', 'paralysis']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
fight,"['punch', 'ring', 'scar', 'argument']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
fitness,"['Gym', 'Sweat', 'Energy', 'Marathon']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
flexibility,"['yoga', 'rubber band', 'schedule', 'adaptation']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
force,"['push', 'Jedi', 'gravity', 'military']","['sensorimotor feature', 'association', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
forgiveness,"['release', 'repair', 'path', 'open hand']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
freedom,"['open road', 'bird flying', 'empty calendar', 'deep breath']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
fright,"['jump', 'monster', 'scream', 'dark']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
frustration,"['stuck', 'sigh', 'error', 'restart']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
fun,"['laughter', 'playground', 'surprise', 'bubbles']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
fury,"['breaking', 'scream', 'storm', 'red']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
future,"['uncertainty', 'planning', 'robots', 'dreams']","['internal state and emotion', 'internal state and emotion', 'association', 'association']","[0.0, 0.5, 0.0, 0.5]"
genius,"['lightbulb', 'chessboard', 'telescope', 'notebook']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
glory,"['Olympics', 'sunset', 'battlefield', 'crown']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
grace,"['ballerina', 'feather', 'serene lake', 'forgiveness']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
gratitude,"['warmth', 'journal', 'smile', 'kindness']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
greed,"['money', 'dragon', 'empty', 'isolation']","['association', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
guess,"['question mark', 'dice', 'dartboard', 'crystal ball']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
habit,"['routine', 'automatic', 'trigger', 'comfort']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
happiness,"['smile', 'sunshine', 'laughter', 'warmth']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
hate,"['war', 'isolation', 'burning', 'fist']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
help,"['ladder', 'emergency', 'shoulder', 'teamwork']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
hint,"['wink', 'puzzle', 'subtle', 'whisper']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
home,"['comfort', 'family', 'shelter', 'memories']","['internal state and emotion', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.25, 0.25]"
honor,"['medal', 'promise', 'salute', 'legacy']","['association', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
hope,"['future', 'light', 'seed', 'anchor']","['other abstract concept', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
horror,"['scream', 'shadows', 'blood', 'shivers']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
humor,"['laughter', 'joke', 'smile', 'audience']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
hunger,"['stomach', 'food', 'growl', 'empty']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
hurry,"['late', 'running', 'breathless', 'clock']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
idea,"['lightbulb', 'project', 'solution', 'mind']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
ideal,"['utopia', 'dream', 'blueprint', 'horizon']","['association', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
illusion,"['magic show', 'mirage', 'smoke', 'mirror']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
impression,"['first', 'fingerprint', 'memory', 'clay']","['other abstract concept', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
incentive,"['reward', 'effort', 'goal', 'performance']","['association', 'internal state and emotion', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
independence,"['flag', 'driving license', 'first apartment', 'voting']","['association', 'sensorimotor feature', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
indifference,"['shoulder shrug', 'grey', 'empty room', 'silence']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
influence,"['mentor', 'ripple effect', 'advertising', 'gravity']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
insanity,"['straitjacket', 'screaming', 'labyrinth', 'empty room']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
insight,[''],[],"[0, 0, 0, 0]"
insult,"['sting', 'bully', 'argument', 'sharp']","['sting, sensorimotor feature', 'bully, social constellation', 'argument, social constellation', 'sharp, sensorimotor feature']","[0.0, 0.0, 0.0, 0.0]"
insurrection,"['Capitol', 'barricade', 'disorder', 'rage']","['association', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
intention,"['plan', 'arrow', 'future', 'decision']","['other abstract concept', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
interest,"['curiosity', 'learning', 'hobby', 'eyes widen']","['internal state and emotion', 'other abstract concept', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
invention,"['lightbulb', 'blueprint', 'problem', 'future']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'association']","[0.5, 0.0, 0.0, 0.5]"
jealousy,"['green eyes', 'comparison', 'bitterness', 'whispers']","['association', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
joy,"['laughter', 'sunshine', 'leap', 'child']","['internal state and emotion', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
judgement,"['courtroom', 'scale', 'eyebrow raise', 'mirror']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
justice,"['courtroom', 'scales', 'evidence', 'vindication']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
justification,"['courtroom', 'explanation', 'guilt', 'alibi']","['association', 'other abstract concept', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
kindness,"['smile', 'comfort', 'warmth', 'helping hand']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
knowledge,"['library', 'lightbulb', 'map', 'growth']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
love,"['heart', 'family', 'warmth', 'embrace']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
luck,"['clover', 'coin', 'penny', 'well']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
lust,"['craving', 'gaze', 'drive', 'fever']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
luxury,"['expensive', 'comfort', 'exclusivity', 'leisure']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
magic,"['hat', 'wand', 'sparkle', 'mystery']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
manipulation,"['puppet strings', 'hidden agenda', 'chess game', 'sales pitch']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
manners,"['table', 'children', 'bow', 'restaurant']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
matter,"['mass', 'importance', 'particles', 'solid']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
