word,properties,codes,frequencies
anger,"['clenched fists', 'red face', 'heated argument', 'slammed door']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
anxiety,"['racing heart', 'sweaty palms', 'endless to‑do list', 'night‑time thoughts']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
apology,"['remorse', 'handwritten note', 'courtroom', 'dinner table']","['internal state and emotion', 'sensorimotor feature', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
appearance,"['mirror', 'first impression', 'makeup', 'camouflage']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
appetite,"['dinner', 'cravings', 'restaurant', 'hunger pangs']","['sensorimotor feature', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,"['resume', 'smartphone', 'software', 'deadline']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
aptitude,"['puzzles', 'talent show', 'career test', 'learning curve']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
argument,"['debate', 'courtroom', 'stubbornness', 'heated\\u202ftalks']","['other abstract concept', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
art,"['museum', 'brushstrokes', 'expression', 'gallery']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['angle', 'perspective', 'detail', 'facet']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['secret meeting', 'bullet wound', 'political intrigue', 'midnight escape']","['social constellation', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['hypothesis', 'bias', 'leap', 'expectation']","['other abstract concept', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
astonishment,"['wide‑eyed stare', 'sudden gasp', 'dropped jaw', 'racing heartbeat']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
attack,"['alarm', 'fortress', 'surprise', 'retaliation']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
attention,"['spotlight', 'notes', 'listening', 'distraction']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
attraction,"['magnets', 'first dates', 'gravity', 'crowd control']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
beauty,[''],[],"[0, 0, 0, 0]"
being,[''],[],"[0, 0, 0, 0]"
betrayal,"['broken trust', 'secret letters', 'courtroom drama', 'shattered glass']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
blackmail,"['secret', 'leverage', 'extortion', 'blackmail letters']","['association', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
boredom,[''],[],"[0, 0, 0, 0]"
boycott,[''],"['association', 'other abstract concept', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
bravery,"['fire', 'mountain climb', 'rescue', 'standing up\\x00']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
career,"['promotion', 'networking', 'mentorship', 'burnout']","['other abstract concept', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
carefulness,"['checklist', 'microscope', 'slow driving', 'double‑check']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
catastrophe,"['sirens', 'blackouts', 'evacuation', 'headlines']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
caution,[''],[],"[0, 0, 0, 0]"
challenge,"['mountain climb', 'puzzle game', 'deadline pressure', 'skill growth']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
chaos,"['traffic jam', 'shattered glass', 'noisy market', 'tangled wires']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
character,"['novel', 'morality', 'costume', 'development']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
charm,"['amulet', 'magnetism', 'vintage boutique', 'mischievous grin']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
comfort,"['blanket', 'fireplace', 'lullaby', 'armchair']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
commitment,"['wedding ring', 'marathon training', 'project deadline', 'loyal dog']","['association', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
comparison,"['scale', 'contrast', 'evaluation', 'benchmark']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
compassion,"['volunteering', 'warm tea', 'gentle voice', 'rescued stray cats']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
competence,"['exam', 'training', 'promotion', 'confidence']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
compromise,"['negotiation', 'middle ground', 'trade‑off', 'teamwork']","['social constellation', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
compulsion,"['habit', 'anxiety', 'ritual', 'cravings']","['association', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
confession,"['secret', 'church', 'guilt', 'whisper']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
conflict,"['arguments', 'borders', 'tension', 'protests']","['social constellation', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
consideration,"['budget', 'meeting', 'safety', 'etiquette']","['other abstract concept', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
consolation,"['warm tea', 'gentle lullaby', 'handwritten note', 'sunrise over the horizon']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
contempt,"['sneer', 'dismissive glance', 'cold shoulder', 'scornful tone']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
convention,"['conference', 'dress code', 'networking', 'panel discussion']","['association', 'sensorimotor feature', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
cooperation,"['teamwork', 'handshake', 'shared goals', 'joint project']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
courage,[''],[],"[0, 0, 0, 0]"
creativity,"['paintbrush', 'brainstorming', 'improvisation', 'invention']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
crime,"['courtroom', 'detectives', 'motive', 'evidence']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
criticism,"['review', 'debate', 'feedback', 'tension']","['association', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
cruelty,"['oppression', 'experiments', 'indifference', 'exploitation']","['social constellation', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
culture,"['festivals', 'language', 'traditions', 'art']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
curiosity,"['question marks', 'hidden doors', 'child’s eyes', 'midnight experiments']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
custom,[''],[],"[0, 0, 0, 0]"
danger,"['warning signs', 'adrenaline rush', 'caution tape', 'emergency exit']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
death,"['grief', 'funeral', 'legacy', 'silence']","['internal state and emotion', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
decision,"['crossroads', 'voting', 'deadlines', 'consequences']","['association', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
demand,"['deadline', 'protest', 'negotiation', 'scarcity']","['other abstract concept', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
desire,"['longing', 'cravings', 'ambition', 'yearning']","['internal state and emotion', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.0, 1.0, 0.0, 0.0]"
desperation,"['nightfall', 'clenched fists', 'empty wallet', 'whispered pleas']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
destruction,"['wreckage', 'fire', 'collapse', 'chaos']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
detection,"['radar', 'clues', 'alarms', 'investigations']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
dictatorship,"['iron fist', 'propaganda posters', 'secret police', 'forced labor']","['sensorimotor feature', 'association', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
difference,"['gap', 'contrast', 'change', 'uniqueness']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
difficulty,"['puzzle', 'perseverance', 'steep hill', 'learning curve']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
dignity,"['ceremony', 'posture', 'respect', 'resilience']","['association', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
diligence,[''],[],"[0, 0, 0, 0]"
disadvantage,"['missed opportunity', 'uneven playing field', 'extra effort', 'hidden cost']","['association', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
disappointment,"['missed deadline', 'empty trophy shelf', 'quiet sigh', 'rainy afternoon']","['other abstract concept', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
discovery,"['telescope', 'map', 'eureka', 'expedition']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
disgust,"['rotten food', 'repulsive smell', 'cringe-worthy video', 'itchy skin']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
dismay,"['surprise', 'trembling hands', 'dark clouds', 'sudden silence']","['internal state and emotion', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
dispute,"['courtroom', 'heated debate', 'contract breach', 'stubborn neighbors']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
distance,"['horizon', 'telephone line', 'marathon', 'telescope']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
distraction,"['phone notifications', 'coffee shop chatter', 'daydreaming', 'pop-up ads']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
diversity,"['ecosystems', 'cultures', 'perspectives', 'colors']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
doubt,[''],"['other abstract concept', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
downfall,[''],[],"[0, 0, 0, 0]"
dream,"['sleep', 'imagination', 'night', 'goal']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
duty,"['uniform', 'paperwork', 'sunrise', 'promise']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
eagerness,"['first‑day‑of‑school', 'job interview', 'race start line', 'opening gift']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
effort,"['marathon', 'homework', 'sunrise', 'sweat']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
elegance,"['ballroom', 'silk', 'graceful walk', 'timeless design']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
emotion,"['tears', 'music', 'heartbeats', 'weather']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
enchantment,"['moonlit forest', 'whispered spell', 'glowing amulet', 'timeless lullaby']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
enthusiasm,"['fireworks', 'high‑fives', 'brainstorming', 'sunrise']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
envy,"['green', 'comparison', 'longing', 'rivalry']","['association', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
error,"['typo', 'debug', 'warning', 'misclick']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
event,"['concert', 'deadline', 'fireworks', 'ceremony']","['association', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
excitement,[''],[],"[0, 0, 0, 0]"
expectation,"['deadline', 'anticipation', 'surprise', 'preparation']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
experience,"['travel', 'mistakes', 'learning', 'memories']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
explanation,"['classroom', 'diagrams', 'questions', 'clarity']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
exploitation,"['labor', 'resources', 'power imbalance', 'hidden costs']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
faithfulness,"['wedding rings', 'loyal dog', 'long letters', 'steady heartbeat']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
fantasy,"['dragons', 'quests', 'magic', 'alternate worlds']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fate,"['crossroads', 'prophecy', 'destiny', 'dice']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
fear,"['darkness', 'trembling', 'unknown', 'warning']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
fight,"['gloves', 'arena', 'adrenaline', 'protest']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
fitness,"['gym', 'running', 'nutrition', 'progress']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
flexibility,[''],[],"[0, 0, 0, 0]"
force,"['push', 'gravity', 'muscles', 'protest']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
forgiveness,"['apology', 'healing', 'second chance', 'letting go']","['social constellation', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
freedom,"['open road', 'birds soaring', 'unlocked doors', 'late-night conversations']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
fright,"['darkness', 'sudden noise', 'racing heart', 'cold sweat']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
frustration,"['traffic jam', 'tangled headphones', 'missed deadline', 'stubborn puzzle']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
fun,"['laughter', 'games', 'friends', 'adventure']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
fury,"['storm', 'clenched fists', 'roaring engine', 'volcanic eruption']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
future,"['technology', 'hope', 'uncertainty', 'generations']","['association', 'internal state and emotion', 'internal state and emotion', 'social constellation']","[0.0, 0.5, 0.25, 0.25]"
genius,"['invention', 'late nights', 'chalkboard', 'breakthroughs']","['other abstract concept', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
glory,"['medals', 'victory parade', 'ancient temples', 'sunrise\\u200b']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
grace,"['ballet', 'forgiveness', 'sunrise', 'flowing river']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
gratitude,"['thank‑you notes', 'warm meals', 'heartfelt letters', 'community support']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
greed,"['overflowing vault', 'endless appetite', 'corporate takeover', 'hoarded treasure']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
guess,"['mystery', 'prediction', 'game', 'intuition']","['association', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
habit,"['morning coffee', 'automatic', 'routine', 'nail‑biting']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
happiness,"['laughter', 'warm blanket', 'sunrise', 'shared meal']","['internal state and emotion', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
hate,"['betrayal', 'fire', 'clenched fists', 'bitter music']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
help,"['rescue', 'hotline', 'tutorial', 'charity']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
hint,"['puzzle', 'clue', 'whisper', 'mystery']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
home,"['kitchen', 'porch', 'bedtime stories', 'family photos']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
honor,"['medals', 'oath', 'legacy', 'ceremony']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
hope,"['sunrise', 'diary', 'seedlings', 'rescue']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
horror,"['darkness', 'screams', 'abandoned house', 'trembling hands']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
humor,"['sitcoms', 'punchlines', 'awkward silences', 'laughing emojis']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
hunger,"['empty stomach', 'midnight cravings', 'food bank lines', 'restless thoughts']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
hurry,"['alarm clock', 'traffic jam', 'missed bus', 'frantic texting']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
idea,"['lightbulb', 'brainstorm', 'notebook', 'epiphany']","['association', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
ideal,[''],"['other abstract concept', 'other abstract concept', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
illusion,[''],[],"[0, 0, 0, 0]"
impression,"['fingerprint', 'first meeting', 'canvas', 'lasting memory']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
incentive,"['bonus', 'motivation', 'goal-setting', 'reward system']","['association', 'internal state and emotion', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
independence,"['solo travel', 'voting booth', 'self‑reliance', 'startup founder']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
indifference,[''],[],"[0, 0, 0, 0]"
influence,"['ripple', 'mentor', 'policy', 'trend']","['association', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
insanity,"['labyrinth', 'laughter', 'midnight', 'mirrors']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
insight,[''],[],"[0, 0, 0, 0]"
insult,"['sarcasm', 'ego', 'silence', 'retaliation']","['association', 'internal state and emotion', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
insurrection,"['protests', 'barricades', 'rebellion', 'chaos']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.25, 0.5]"
intention,[''],[],"[0, 0, 0, 0]"
interest,"['curiosity', 'loans', 'hobbies', 'rates']","['internal state and emotion', 'association', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
invention,"['lightbulb', 'patent office', 'trial and error', 'breakthrough']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
jealousy,[''],[],"[0, 0, 0, 0]"
joy,"['laughter', 'sunrise', 'celebrations', 'surprise']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
judgement,"['courtroom', 'scales', 'verdict', 'bias']","['association', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
justice,"['courtroom', 'balance', 'verdict', 'protest']","['sensorimotor feature', 'association', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
justification,[''],[],"[0, 0, 0, 0]"
kindness,"['warm tea', 'door opened', 'handwritten note', 'community garden']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
knowledge,"['books', 'curiosity', 'experiments', 'mentorship']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
love,"['heartbeat', 'letters', 'rain', 'dancing']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
luck,"['lottery', 'accident', 'charm', 'coincidence']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
lust,"['craving', 'midnight', 'whisper', 'fire']","['internal state and emotion', 'association', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
luxury,"['champagne', 'silk sheets', 'private jet', 'five‑star spa']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
magic,"['wand', 'illusion', 'spellbook', 'enchanted forest']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
manipulation,"['puppeteer', 'chessboard', 'negotiation', 'sleight‑of‑hand']","['association', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
manners,"['dinner table', 'thank you notes', 'elevator etiquette', 'handshake\\x00']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
matter,"['particles', 'gravity', 'substance', 'change']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
meanness,"['bullying', 'sarcasm', 'cold stare', 'backhanded compliments']","['social constellation', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
memory,"['photo album', 'childhood home', 'déjà vu', 'nostalgia']","['association', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
menace,[''],[],"[0, 0, 0, 0]"
mercy,"['forgiveness', 'rain', 'shelter', 'second chances']","['other abstract concept', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
miracle,"['sunrise', 'recovery', 'lottery', 'birth\\x00']","['association', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
misdemeanor,"['courtroom', 'ticket', 'minor', 'police']","['association', 'association', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
misery,"['rain', 'solitude', 'broken clock', 'wilted flowers']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
