word,properties,codes,frequencies
application,"['resume', 'smartphone', 'interview', 'paperwork']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
aptitude,"['exam', 'career', 'puzzle', 'brain']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
argument,"['courtroom', 'tears', 'logic', 'divorce']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
art,"['canvas', 'museum', 'paint', 'emotion']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['ratio', 'compass', 'puzzle', 'lens']","['other abstract concept', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['president', 'rifle', 'conspiracy', 'betrayal']","['social constellation', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
assumption,"['mistake', 'blindfold', 'leap', 'argument']","['association', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
astonishment,"['gasp', 'magic', 'fireworks', 'lottery']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
attack,"['castle', 'shark', 'siren', 'heart']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
attention,"['spotlight', 'classroom', 'megaphone', 'eye contact']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
attraction,"['magnet', 'rollercoaster', 'eye contact', 'gravity']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
beauty,"['flower', 'sunset', 'art', 'mirror']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
being,"['breathing', 'heartbeat', 'soul', 'light']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
betrayal,"['dagger', 'secret', 'tears', 'mask']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
blackmail,"['photos', 'envelope', 'secrets', 'scandal']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
boredom,"['clock', 'yawn', 'waiting room', 'doodle']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
boycott,"['signs', 'bus', 'money', 'crowd']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
bravery,"['firefighter', 'lion', 'medal', 'shield']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
career,"['desk', 'interview', 'ladder', 'retirement']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
carefulness,"['egg', 'surgeon', 'tiptoe', 'ice']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
catastrophe,"['sirens', 'ruins', 'tears', 'news']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
caution,"['yellow', 'wet floor', 'tape', 'cliff']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
challenge,"['mountain', 'sweat', 'adrenaline', 'trophy']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
chaos,"['sirens', 'tornado', 'running', 'fire']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
character,"['book', 'actor', 'strength', 'font']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
charm,"['bracelet', 'smile', 'spell', 'luck']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
comfort,"['blanket', 'fireplace', 'tea', 'home']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
commitment,"['ring', 'sweat', 'handshake', 'calendar']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
comparison,"['scale', 'chart', 'mirror', 'price']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
compassion,"['tears', 'heart', 'volunteer', 'blanket']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
competence,"['certificate', 'promotion', 'calm', 'toolkit']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
compromise,"['handshake', 'table', 'middle', 'balance']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
compulsion,"['counting', 'soap', 'lock', 'sweat']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
confession,"['church', 'guilt', 'whisper', 'relief']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
conflict,"['shouting', 'tears', 'lawyer', 'stress']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
consideration,"['gift', 'scale', 'whisper', 'contract']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
consolation,"['prize', 'shoulder', 'tissue', 'defeat']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
contempt,"['sneer', 'judge', 'cold', 'silence']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
convention,"['cosplay', 'lanyard', 'hotel', 'keynote']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
cooperation,"['ants', 'puzzle', 'orchestra', 'boat']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
courage,"['lion', 'shield', 'leap', 'heart']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
creativity,"['canvas', 'spark', 'child', 'colors']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
crime,"['night', 'siren', 'prison', 'mask']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
criticism,"['tears', 'boss', 'growth', 'stage']","['internal state and emotion', 'social constellation', 'other abstract concept', 'association']","[0.0, 0.25, 0.25, 0.5]"
cruelty,"['whip', 'tears', 'cage', 'tyrant']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
culture,"['art', 'food', 'festival', 'museum']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
curiosity,"['cat', 'keyhole', 'child', 'magnifying glass']","['association', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
custom,"['motorcycle', 'passport', 'wedding', 'paint']","['association', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
danger,"['fire', 'cliff', 'alarm', 'adrenaline']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
death,"['funeral', 'silence', 'cold', 'black']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
decision,"['crossroads', 'coin toss', 'future', 'anxiety']","['association', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
demand,"['supply', 'graph', 'boss', 'deadline']","['other abstract concept', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
desire,"['fire', 'chocolate', 'red', 'reaching']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
desperation,"['empty wallet', 'ticking clock', 'sweat', 'locked door']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
destruction,"['rubble', 'earthquake', 'fire', 'dust']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
detection,"['radar', 'fingerprints', 'smoke', 'dog']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
dictatorship,"['censorship', 'propaganda', 'military', 'fear']","['other abstract concept', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
difference,"['minus', 'debate', 'puzzle', 'scale']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
difficulty,"['mountain', 'sweat', 'maze', 'knot']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
dignity,"['posture', 'elder', 'silence', 'crown']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
diligence,"['ant', 'sweat', 'library', 'harvest']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
disadvantage,"['uphill', 'weight', 'slow', 'debt']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
disappointment,"['sigh', 'rain', 'traffic', 'burnt']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
discovery,"['microscope', 'stars', 'fossils', 'map']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
disgust,"['garbage', 'mold', 'gag', 'bugs']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dismay,"['sigh', 'rain', 'mistake', 'broken']","['internal state and emotion', 'association', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
dispute,"['lawyer', 'fence', 'gavel', 'contract']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
distance,"['marathon', 'telescope', 'loneliness', 'airplane']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
distraction,"['smartphone', 'studying', 'accident', 'buzzing']","['association', 'other abstract concept', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
diversity,"['rainforest', 'mosaic', 'culture', 'potluck']","['association', 'association', 'social constellation', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
doubt,"['fog', 'shadow', 'crossroads', 'silence']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
downfall,"['empire', 'hubris', 'crown', 'scandal']","['association', 'internal state and emotion', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
dream,"['night', 'flying', 'bed', 'clouds']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
duty,"['soldier', 'uniform', 'country', 'honor']","['social constellation', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
eagerness,"['puppy', 'presents', 'race', 'jumping']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
effort,"['sweat', 'mountain', 'trophy', 'midnight']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
elegance,"['swan', 'ballroom', 'pearls', 'champagne']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
emotion,"['tears', 'heart', 'rollercoaster', 'music']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
enchantment,"['forest', 'glowing', 'castle', 'stardust']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
enthusiasm,"['bouncing', 'megaphone', 'confetti', 'sunshine']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
envy,"['green', 'neighbor', 'bitter', 'success']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
error,"['red', 'computer', 'frustration', 'beep']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
event,"['tickets', 'crowd', 'calendar', 'stage']","['sensorimotor feature', 'social constellation', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
excitement,"['fireworks', 'rollercoaster', 'jumping', 'countdown']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
expectation,"['waiting', 'pressure', 'gift', 'grade']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
experience,"['resume', 'mistakes', 'travel', 'age']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
explanation,"['whiteboard', 'teacher', 'nodding', 'lightbulb']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
exploitation,"['factory', 'profit', 'exhaustion', 'resources']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
faithfulness,"['dog', 'wedding ring', 'lighthouse', 'sunrise']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fantasy,"['dragons', 'magic', 'castles', 'quest']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fate,"['stars', 'crossroads', 'thread', 'meeting']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
fear,"['dark', 'sweat', 'spiders', 'running']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
fight,"['gloves', 'blood', 'shouting', 'arena']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
fitness,"['gym', 'sweat', 'dumbbells', 'treadmill']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
flexibility,"['yoga', 'rubber', 'schedule', 'acrobat']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
force,"['gravity', 'magnet', 'storm', 'Jedi']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
forgiveness,"['apology', 'relief', 'tears', 'bridge']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.25, 0.25]"
freedom,"['eagle', 'horizon', 'wind', 'journey']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
fright,"['spider', 'jump', 'ghost', 'scream']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
frustration,"['traffic', 'buffering', 'puzzle', 'sigh']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
fun,"['rollercoaster', 'laughter', 'weekend', 'party']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
fury,"['fire', 'storm', 'roar', 'fists']","['association', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
future,"['robots', 'space', 'children', 'cities']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
genius,"['chalkboard', 'lightbulb', 'chess', 'invention']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
glory,"['crown', 'trophy', 'battle', 'trumpet']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
grace,"['ballet', 'swan', 'prayer', 'harp']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
gratitude,"['journal', 'gift', 'smile', 'warm']","['association', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
greed,"['gold', 'dragon', 'vault', 'monopoly']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
guess,"['blindfold', 'jellybeans', 'exam', 'clue']","['sensorimotor feature', 'association', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
habit,"['coffee', 'smoking', 'nails', 'morning']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
happiness,"['smile', 'sunshine', 'vacation', 'family']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
hate,"['fire', 'shouting', 'war', 'poison']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
help,"['bandage', 'lost', 'volunteer', 'shouting']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
hint,"['puzzle', 'whisper', 'wink', 'flavor']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
home,"['family', 'warmth', 'cooking', 'safety']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
honor,"['medal', 'knight', 'oath', 'battlefield']","['association', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
hope,"['rainbow', 'tomorrow', 'spring', 'light']","['association', 'other abstract concept', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
horror,"['blood', 'scream', 'cabin', 'mask']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
humor,"['laughter', 'microphone', 'clown', 'timing']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
hunger,"['stomach', 'empty', 'bread', 'growl']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
hurry,"['clock', 'traffic', 'sweat', 'morning']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
idea,"['lightbulb', 'notebook', 'shower', 'spark']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
ideal,"['dream', 'future', 'hero', 'utopia']","['association', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
illusion,"['mirrors', 'desert', 'stage', 'smoke']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
impression,"['handshake', 'clay', 'Monet', 'voice']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
incentive,"['paycheck', 'promotion', 'sticker', 'vacation']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
independence,"['fireworks', 'adulthood', 'apartment', 'driving']","['association', 'other abstract concept', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
indifference,"['shrug', 'yawn', 'gray', 'wall']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
influence,"['followers', 'mentor', 'money', 'advertisement']","['social constellation', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.5, 0.5]"
insanity,"['straightjacket', 'chaos', 'voices', 'repetition']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
insight,"['lightbulb', 'brain', 'puzzle', 'dawn']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
insult,"['tears', 'argument', 'slap', 'bully']","['internal state and emotion', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.5, 0.0]"
insurrection,"['barricades', 'mob', 'chaos', 'treason']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
intention,"['mind', 'action', 'seed', 'future']","['internal state and emotion', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
interest,"['bank', 'hobby', 'book', 'percentage']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
invention,"['lightbulb', 'laboratory', 'patent', 'gears']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
jealousy,"['green', 'rival', 'bitter', 'tears']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
joy,"['jumping', 'tears', 'puppy', 'sunshine']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
judgement,"['gavel', 'court', 'scales', 'whisper']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
justice,"['scales', 'gavel', 'blindfold', 'courtroom']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
justification,"['court', 'document', 'debate', 'margin']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
kindness,"['smile', 'warmth', 'heart', 'shelter']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
knowledge,"['books', 'school', 'brain', 'owl']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
love,"['heart', 'roses', 'wedding', 'warmth']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
luck,"['clover', 'dice', 'lottery', 'horseshoe']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
lust,"['sweat', 'red', 'night', 'heartbeat']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
luxury,"['champagne', 'velvet', 'penthouse', 'yacht']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
magic,"['wand', 'rabbit', 'stage', 'sparkle']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
manipulation,"['puppet', 'chess', 'politics', 'tears']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
manners,"['table', 'guest', 'parents', 'napkin']","['sensorimotor feature', 'social constellation', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.5, 0.0]"
matter,"['atoms', 'space', 'mind', 'weight']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
meanness,"['playground', 'scowl', 'gossip', 'tears']","['association', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
memory,"['photograph', 'childhood', 'brain', 'diary']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
menace,"['shadow', 'slingshot', 'fangs', 'alley']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
mercy,"['judge', 'kneeling', 'tears', 'relief']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
miracle,"['baby', 'prayer', 'tears', 'survival']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
misdemeanor,"['ticket', 'judge', 'fine', 'handcuffs']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
misery,"['rain', 'tears', 'cold', 'isolation']","['association', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
