word,properties,codes,frequencies
aspect,"['prism', 'geometry', 'perspective', 'diamond']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['conspiracy', 'shadow', 'history', 'trigger']","['social constellation', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['hypothesis', 'prejudice', 'gamble', 'silence']","['other abstract concept', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
astonishment,"['jaw', 'lightning', 'silence', 'wide-eyed']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
attack,"['adrenaline', 'shield', 'strategy', 'alarm']","['internal state and emotion', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.25, 0.0, 0.5]"
attention,"['spotlight', 'classroom', 'blink', 'silence']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
attraction,"['magnet', 'gravity', 'crush', 'neon']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
beauty,"['sunrise', 'symmetry', 'art', 'bloom']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
being,"['consciousness', 'existence', 'breath', 'essence']","['internal state and emotion', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
betrayal,"['dagger', 'silence', 'shattered', 'mask']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
blackmail,"['leverage', 'secrets', 'envelope', 'shadow']","['other abstract concept', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
boredom,"['ceiling', 'ticking', 'sigh', 'blank']","['association', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
boycott,"['picket', 'silence', 'currency', 'choice']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
bravery,"['fire', 'shield', 'marathon', 'silence']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
career,"['ladder', 'briefcase', 'ambition', 'pension']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.5, 0.25, 0.0, 0.25]"
carefulness,"['glass', 'silence', 'edge', 'patience']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
catastrophe,"['wreckage', 'sirens', 'aftermath', 'debris']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
caution,"['yellow', 'brakes', 'warning', 'pause']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
challenge,"['mountain', 'deadline', 'marathon', 'puzzle']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
chaos,"['storm', 'entropy', 'labyrinth', 'glitch']","['sensorimotor feature', 'other abstract concept', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
character,"['novel', 'morality', 'typography', 'struggle']","['association', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
charm,"['bracelet', 'charisma', 'magic', 'talisman']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
comfort,"['blanket', 'fireplace', 'tea', 'silence']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
commitment,"['marathon', 'ring', 'vow', 'anchor']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
comparison,"['scale', 'reflection', 'mirror', 'judgement']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
compassion,"['bandage', 'rainy', 'sanctuary', 'hand']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
competence,"['apprenticeship', 'mastery', 'scalpel', 'workflow']","['social constellation', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.25, 0.25]"
compromise,"['bridge', 'negotiation', 'gray', 'middle']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
compulsion,"['itch', 'repetition', 'ritual', 'lock']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
confession,"['whisper', 'secret', 'relief', 'altar']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
conflict,"['trenches', 'shouting', 'resolution', 'stalemate']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
consideration,"['pause', 'letter', 'kindness', 'weight']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
consolation,"['rain', 'blanket', 'tea', 'silence']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
contempt,"['sneer', 'distance', 'superiority', 'coldness']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
convention,"['lanyard', 'podium', 'handshake', 'ballroom']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
cooperation,"['gears', 'harmony', 'teamwork', 'bridge']","['association', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
courage,"['firefighter', 'cliff', 'silence', 'shield']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
creativity,"['canvas', 'spark', 'kaleidoscope', 'labyrinth']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
crime,"['siren', 'evidence', 'gavel', 'prison']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
criticism,"['mirror', 'scalpel', 'friction', 'growth']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
cruelty,"['whip', 'coldness', 'indifference', 'scars']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
culture,"['traditions', 'ancestry', 'globalization', 'rituals']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
curiosity,"['telescope', 'question', 'forest', 'keyhole']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
custom,"['tailor', 'suit', 'handmade', 'tradition']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
danger,"['siren', 'cliff', 'adrenaline', 'caution']","['association', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
death,"['silence', 'wilting', 'cold', 'transition']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
decision,"['fork', 'weight', 'signature', 'relief']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
demand,"['supply', 'contract', 'pressure', 'consumer']","['other abstract concept', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
desire,"['hunger', 'horizon', 'magnet', 'fire']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
desperation,"['corner', 'cliff', 'silence', 'gamble']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
destruction,"['ruins', 'fire', 'silence', 'wreckage']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
detection,"['radar', 'microscope', 'intuition', 'firewall']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
dictatorship,"['iron', 'silence', 'bunker', 'decree']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
difference,"['fingerprint', 'contrast', 'spectrum', 'evolution']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
difficulty,"['mountain', 'knots', 'sweat', 'maze']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
dignity,"['spine', 'silence', 'threshold', 'crown']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
diligence,"['marathon', 'bedrock', 'microscope', 'marathon']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
disadvantage,"['hurdle', 'deficit', 'shadow', 'steep']","['sensorimotor feature', 'other abstract concept', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
disappointment,"['sigh', 'rain', 'failure', 'cold']","['internal state and emotion', 'association', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
discovery,"['microscope', 'map', 'epiphany', 'uncharted']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
disgust,"['rot', 'reflex', 'bile', 'aversion']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
dismay,"['sinking', 'sudden', 'silence', 'shadows']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
dispute,"['courtroom', 'shouting', 'mediation', 'gavel']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
distance,"['horizon', 'telescope', 'echo', 'isolation']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
distraction,"['siren', 'blink', 'labyrinth', 'noise']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
diversity,"['kaleidoscope', 'mosaic', 'ecosystem', 'banquet']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
doubt,"['fog', 'crossroads', 'question', 'hesitation']","['association', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
downfall,"['gravity', 'ruin', 'cliff', 'humility']","['sensorimotor feature', 'other abstract concept', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
dream,"['pillow', 'subconscious', 'night', 'flight']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
duty,"['uniform', 'oath', 'clock', 'burden']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
eagerness,"['heartbeat', 'sprint', 'sunrise', 'edge']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
effort,"['sweat', 'marathon', 'persistence', 'mountain']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
elegance,"['velvet', 'swan', 'silence', 'ballroom']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
emotion,"['heartbeat', 'tears', 'music', 'spectrum']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
enchantment,"['forest', 'sparkles', 'lullaby', 'mystery']","['association', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
enthusiasm,"['spark', 'marathon', 'fireworks', 'applause']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
envy,"['green', 'telescope', 'comparison', 'thorns']","['association', 'association', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
error,"['glitch', 'red', 'correction', 'oops']","['association', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
event,"['calendar', 'microphone', 'invitation', 'applause']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
excitement,"['heartbeat', 'rollercoaster', 'anticipation', 'fireworks']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
expectation,"['waiting', 'threshold', 'disappointment', 'future']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
experience,"['scars', 'travel', 'apprenticeship', 'wisdom']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
explanation,"['chalkboard', 'lightbulb', 'patience', 'map']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
exploitation,"['sweatshop', 'exhaustion', 'power', 'profit']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'association']","[0.25, 0.25, 0.0, 0.5]"
faithfulness,"['anchor', 'vows', 'shadows', 'bedrock']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
fantasy,"['dragon', 'emerald', 'telescope', 'kingdom']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fate,"['cards', 'destiny', 'crossroads', 'inevitable']","['association', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
fear,"['shadows', 'heartbeat', 'adrenaline', 'hiding']","['association', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
fight,"['adrenaline', 'scars', 'ring', 'disagreement']","['internal state and emotion', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
fitness,"['sweat', 'sneakers', 'discipline', 'heartrate']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
flexibility,"['yoga', 'acrobat', 'rubber', 'compromise']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
force,"['gravity', 'impact', 'physics', 'push']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
forgiveness,"['bridge', 'unburdening', 'handshake', 'horizon']","['association', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
freedom,"['horizon', 'chains', 'breeze', 'borderless']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
fright,"['heartbeat', 'shadow', 'scream', 'adrenaline']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
frustration,"['knot', 'gridlock', 'sigh', 'friction']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
fun,"['laughter', 'rollercoasters', 'spontaneity', 'games']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
fury,"['storm', 'red', 'thunder', 'claws']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
future,"['horizon', 'gears', 'starlight', 'seeds']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
genius,"['chess', 'violin', 'lightbulb', 'galaxy']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
glory,"['sunrise', 'stadium', 'gold', 'triumph']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
grace,"['ballet', 'prayer', 'stumble', 'swan']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
gratitude,"['hearth', 'sunrise', 'handwritten', 'exhale']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
greed,"['hoarding', 'banquet', 'labyrinth', 'coin']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
guess,"['riddle', 'intuition', 'uncertainty', 'blank']","['association', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.0, 0.25]"
habit,"['coffee', 'routine', 'ritual', 'muscle']","['association', 'other abstract concept', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
happiness,"['sunshine', 'laughter', 'breeze', 'balloon']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
hate,"['fire', 'spikes', 'cold', 'jagged']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
help,"['ladder', 'outstretched', 'volunteer', 'bandage']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
hint,"['whisper', 'puzzle', 'crumbs', 'map']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
home,"['hearth', 'keys', 'roots', 'comfort']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
honor,"['medal', 'vow', 'integrity', 'salute']","['association', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
hope,"['sunrise', 'anchor', 'seeds', 'horizon']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
horror,"['darkness', 'heartbeat', 'shadows', 'scream']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
humor,"['laughter', 'punchline', 'irony', 'tears']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
hunger,"['stomach', 'bread', 'poverty', 'patience']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
hurry,"['stopwatch', 'running', 'deadline', 'heartrate']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
idea,"['lightbulb', 'spark', 'brainstorm', 'canvas']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
ideal,"['perfection', 'blueprint', 'horizon', 'aspiration']","['other abstract concept', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
illusion,"['mirror', 'desert', 'magician', 'dream']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
impression,"['footprint', 'charisma', 'clay', 'memory']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
incentive,"['bonus', 'carrot', 'goal', 'motivation']","['association', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
independence,"['fireworks', 'solo', 'autonomy', 'frontier']","['association', 'social constellation', 'other abstract concept', 'association']","[0.0, 0.0, 0.25, 0.75]"
indifference,"['glass', 'dust', 'shrug', 'silence']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
influence,"['ripple', 'mentor', 'vote', 'gravity']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
insanity,"['asylum', 'chaos', 'inkblot', 'labyrinth']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
insight,"['lightbulb', 'microscope', 'awakening', 'perspective']","['association', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
insult,"['flushed', 'apology', 'silence', 'grudge']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
insurrection,"['barricade', 'gavel', 'shouting', 'chaos']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
intention,"['blueprint', 'arrowhead', 'commitment', 'willpower']","['association', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
interest,"['curiosity', 'bank', 'hobby', 'engagement']","['internal state and emotion', 'association', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
invention,"['patent', 'lightbulb', 'garage', 'prototype']","['other abstract concept', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
jealousy,"['green', 'telescope', 'shadows', 'teeth']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
joy,"['balloons', 'laughter', 'sunlight', 'dancing']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
judgement,"['gavel', 'scale', 'threshold', 'verdict']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
justice,"['scales', 'gavel', 'courtroom', 'balance']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
justification,"['scales', 'signatures', 'debate', 'foundation']","['sensorimotor feature', 'association', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
kindness,"['petals', 'bridge', 'warmth', 'seeds']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
knowledge,"['library', 'lantern', 'mentor', 'foundation']","['association', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
love,"['heartbeat', 'sacrifice', 'commitment', 'warmth']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.25, 0.0]"
luck,"['clover', 'gambling', 'coin', 'serendipity']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
lust,"['heartbeat', 'shadows', 'fever', 'obsession']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
luxury,"['velvet', 'yacht', 'champagne', 'chandelier']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
magic,"['wand', 'illusion', 'sparkle', 'wonder']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
manipulation,"['puppeteer', 'chess', 'shadows', 'mirrors']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
manners,"['elbows', 'thank-you', 'etiquette', 'upbringing']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
matter,"['atoms', 'gravity', 'mass', 'space']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
