word,properties,codes,frequencies
compassion,"['suffering', 'nurse', 'tears', 'bridge']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
competence,"['certification', 'surgeon', 'confidence', 'mastery']","['other abstract concept', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
compromise,"['negotiation table', 'lose-lose', 'political debate', 'splitting the bill']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'social constellation']","[0.25, 0.25, 0.5, 0.0]"
compulsion,"['nail-biting', 'confession', 'gambling', 'trapped']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
confession,"['priest', 'guilt', 'secret', 'forgiveness']","['social constellation', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
conflict,"['resolution', 'opposing sides', 'tension', 'consequences']","['other abstract concept', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
consideration,"['weighing options', 'patience', 'someone listening', 'compromise']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'social constellation']","[0.0, 0.5, 0.5, 0.0]"
consolation,"['tears', 'loss', 'warm voice', 'empty chair']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
contempt,"['sneer', 'hierarchy', 'dismissal', 'poison']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
convention,"['business conference', 'formal dress code', 'breaking rules', 'hotel ballroom']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.25, 0.5]"
cooperation,"['puzzle', 'agreement', 'team sport', 'progress']","['association', 'other abstract concept', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
courage,"['fear', 'soldier', 'trembling hands', 'mountaintop']","['internal state and emotion', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.25, 0.25]"
creativity,"['blank canvas', 'breakthrough', 'messy studio', 'risk-taking']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
crime,"['detective', 'jail', 'victim', 'evidence']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
criticism,"['improvement', 'sting', 'feedback', 'mirror']","['other abstract concept', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
cruelty,"['whip', 'silence', 'helpless', 'scar']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
culture,"['cuisine', 'traditions', 'museums', 'language']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
curiosity,"['cat', 'question mark', 'discovery', 'risk']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
custom,"['tradition', 'tailored', 'ceremony', 'inherit']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
danger,"['cliff', 'alarm', 'poison', 'chase']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
death,"['silence', 'finality', 'grief', 'darkness']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
decision,"['crossroads', 'regret', 'consequences', 'courage']","['association', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
demand,"['invoice', 'negotiation', 'shortage', 'exhaustion']","['association', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
desire,"['yearning', 'forbidden', 'consume', 'flame']","['internal state and emotion', 'association', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
desperation,"['drowning', 'cornered', 'last resort', 'trembling hands']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
destruction,"['rubble', 'fire', 'irreversible', 'consequence']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'association']","[0.5, 0.0, 0.0, 0.5]"
detection,"['alarm', 'microscope', 'lie', 'hunter']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
dictatorship,"['propaganda', 'fear', 'single ruler', 'suppressed voices']","['association', 'internal state and emotion', 'social constellation', 'social constellation']","[0.0, 0.25, 0.5, 0.25]"
difference,"['bridge', 'conflict', 'measurement', 'perspective']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
difficulty,"['mountain', 'sweat', 'perseverance', 'obstacle']","['association', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
dignity,"['posture', 'silence', 'refusal', 'ceremony']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
diligence,"['student studying late', 'small details', 'steady progress', 'checking twice']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
disadvantage,"['uphill battle', 'starting line', 'competition', 'obstacle course']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
disappointment,"['exam results', 'deflated balloon', 'silence after applause', 'broken promise']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
discovery,"['telescope', 'buried treasure', 'accident', 'eureka moment']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
disgust,"['rotten', 'recoil', 'bile', 'filth']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
dismay,"['sudden shock', 'face goes pale', 'frozen moment', 'bad news']","['internal state and emotion', 'sensorimotor feature', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
dispute,"['courtroom', 'escalation', 'compromise', 'frustration']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
distance,"['travel', 'telescope', 'longing', 'gap']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
distraction,"['phone', 'exam', 'juggling', 'forest']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
diversity,"['classroom', 'puzzle', 'strength', 'celebration']","['social constellation', 'association', 'other abstract concept', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
doubt,"['hesitation', 'shadow', 'question mark', 'quicksand']","['internal state and emotion', 'association', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
downfall,"['steep cliff', 'scandal', 'autumn leaves', 'house of cards']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
dream,"['flying', 'sleep', 'forgotten', 'hope']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.5, 0.5, 0.0, 0.0]"
duty,"['soldier', 'obligation', 'clock', 'burden']","['social constellation', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
eagerness,"['sprinting', 'job interview', 'puppy', 'dawn']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
effort,"['sweat', 'struggle', 'muscle', 'reward']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
elegance,"['silk gown', 'ballet', 'candlelit dinner', 'marble staircase']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
emotion,"['tears', 'racing heart', 'memory', 'conflict']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
enchantment,"['spell', 'forest', 'glowing eyes', 'wonder']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
enthusiasm,"['energy', 'contagious', 'sports crowd', 'early morning']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
envy,"['green', 'comparison', 'wanting', 'success']","['association', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
error,"['red underline', 'debugging', 'consequence', 'repeat']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'association']","[0.25, 0.0, 0.25, 0.5]"
event,"['planning', 'crowd', 'unexpected', 'memory']","['internal state and emotion', 'social constellation', 'other abstract concept', 'association']","[0.0, 0.25, 0.25, 0.5]"
excitement,"['racing heartbeat', 'anticipation', 'trembling hands', 'countdown']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
expectation,"['waiting', 'disappointed', 'future', 'pressure']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
experience,"['learning', 'mistake', 'memory', 'travel']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
explanation,"['teacher', 'confusion', 'why', 'detective']","['social constellation', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.25, 0.5]"
exploitation,"['mines', 'powerless', 'profit', 'abuse']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
faithfulness,"['wedding vows', 'dog waiting at door', 'trust broken slowly', 'anchor']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
fantasy,"['dragons', 'escape', 'imagination', 'unreal']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
fate,"['crossroads', 'inevitable', 'threads', 'desert island']","['association', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
fear,"['darkness', 'heartbeat', 'paralysis', 'escape']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
fight,"['bruise', 'boxing ring', 'anger', 'losing']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
fitness,"['gym', 'sweat', 'muscles', 'goals']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
flexibility,"['yoga', 'negotiations', 'rubber band', 'schedule']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
force,"['push', 'gravity', 'military', 'resistance']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
forgiveness,"['burden lifted', 'apology', 'time', 'bridge']","['internal state and emotion', 'social constellation', 'association', 'association']","[0.0, 0.25, 0.25, 0.5]"
freedom,"['chains', 'voting', 'open sky', 'choice']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
fright,"['scream', 'darkness', 'heart racing', 'escape']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
frustration,"['traffic jam', 'clenched fists', 'unfinished puzzle', 'failed attempt']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
fun,"['laughter', 'games', 'carefree', 'adventure']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
fury,"['storm', 'clenched fists', 'red face', 'destruction']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
future,"['uncertainty', 'planning', 'technology', 'hope']","['internal state and emotion', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
genius,"['Einstein', 'breakthrough', 'struggle', 'isolation']","['association', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
glory,"['battlefield', 'statue', 'faded', 'applause']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
grace,"['ballet', 'forgiveness', 'elegance', 'prayer']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
gratitude,"['thank you note', 'full heart', 'debt repaid', 'morning coffee']","['association', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
greed,"['gold', 'hoarding', 'bankruptcy', 'empty']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
guess,"['wrong answer', 'uncertainty', 'intuition', 'game show']","['association', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
habit,"['toothbrush', 'repetition', 'breaking', 'addiction']","['sensorimotor feature', 'association', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
happiness,"['laughter', 'achievement', 'connection', 'warmth']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
hate,"['poison', 'clenched fists', 'mirror', 'burn']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
help,"['drowning', 'reaching', 'gratitude', 'burden']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.5, 0.25, 0.0, 0.25]"
hint,"['detective', 'whisper', 'puzzle', 'nudge']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
home,"['keys', 'laughter', 'familiar smell', 'safety']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
honor,"['medal', 'promise', 'battlefield', 'family name']","['association', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
hope,"['sunrise', 'waiting', 'fragile', 'tomorrow']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
horror,"['scream', 'darkness', 'helpless', 'chase']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
humor,"['laughter', 'relief', 'timing', 'absurdity']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
hunger,"['stomach', 'emptiness', 'wolf', 'survival']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
hurry,"['late', 'rushing', 'breathless', 'clock']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
idea,"['lightbulb', 'brainstorm', 'notebook', 'eureka']","['association', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
ideal,"['perfection', 'unattainable', 'blueprint', 'compromise']","['other abstract concept', 'other abstract concept', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
illusion,"['magic trick', 'mirror', 'doubt', 'disappear']","['association', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
impression,"['first meeting', 'fingerprint', 'dent', 'theater']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
incentive,"['bonus', 'motivation', 'sales', 'reward']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
independence,"['breaking chains', 'teenager moving out', 'voting booth', 'solo travel']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
indifference,"['shrug', 'crowded subway', 'wilted plant', 'blank stare']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
influence,"['ripples', 'celebrity', 'manipulation', 'classroom']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
insanity,"['asylum', 'repetition', 'screaming', 'chaos']","['association', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
insight,"['lightbulb', 'breakthrough', 'puzzle', 'clarity']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
insult,"['anger', 'reputation', 'comeback', 'sting']","['internal state and emotion', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
insurrection,"['storming', 'rebellion', 'violence', 'government']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
intention,"['arrow', 'contract', 'hidden', 'consequence']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
interest,"['compound', 'hooked', 'brow furrow', 'rate']","['other abstract concept', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
invention,"['light bulb', 'patent', 'failure', 'workshop']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
jealousy,"['mirror', 'betrayal', 'comparison', 'sting']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
joy,"['laughter', 'celebration', 'light', 'connection']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
judgement,"['courtroom', 'bias', 'consequences', 'silence']","['association', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
justice,"['scales', 'courtroom', 'wrongdoing', 'equality']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
justification,"['court', 'excuse', 'margin', 'doubt']","['association', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
kindness,"['volunteer', 'patience', 'stranger', 'smile']","['social constellation', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.5, 0.0]"
knowledge,"['books', 'questions', 'power', 'discovery']","['association', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
love,"['sacrifice', 'vulnerability', 'home', 'choice']","['internal state and emotion', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
luck,"['dice', 'horseshoe', 'timing', 'lottery']","['association', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
lust,"['forbidden', 'heat', 'consequence', 'obsession']","['association', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
luxury,"['silk', 'yacht', 'expense', 'exclusivity']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
magic,"['wand', 'disappear', 'wonder', 'trick']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
manipulation,"['puppet strings', 'hidden agenda', 'trust broken', 'chess player']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
